incident_id,incident_date,matched_company,ticker,CIK,listing_status,role,severity_tier,severity_source,disclosure_code,code_confidence,accounting_filing_item,accounting_booked_impact,evidence,rationale,title
364,2020-04-15,Walmart Inc.,WMT,104169,LISTED,deployer,T1-limited,rubric,T4,high,,,Walmart (CIK 0000104169). Incident window 2020-04-15 to 2021-04-15. efts 'artificial intelligence' in Walmart 10-Ks in that window = 0 hits; 'algorithm' = 0 hits. Walmart's FY2020/FY2021 10-Ks carry no same-family AI/algorithm/computer-vision risk language. The Everseen bagging-/theft-detection fals,No disclosure located and no same-family AI/algorithm risk language in the in-window Walmart 10-Ks; purely a press-reported operational matter with no legal or accounting consequence. T4.,Walmart's Bagging-Detection False Positives Exposed Workers to Health Risk
367,2020-06-17,Alphabet Inc.,GOOGL,1652044,LISTED,both,T2-moderate,CSET,T3,high,,,"Window 2020-06-17 to 2021-06-17. In-window FY2020 10-K (goog-20201231.htm, filed 2021-02-03) carries the AI/ML ethical-challenges/brand risk factor covering embedded model bias. iGPT/SimCLR bias is a research finding on Google-adjacent models; falls within the AI/ML 'ethical challenges' family. Not ",Model-bias research finding covered by generic AI/ML ethical risk language; event not named.,"iGPT, SimCLR Learned Biased Associations from Internet Training Data"
393,2021-12-08,"Meta Platforms, Inc.",META,1326801,LISTED,both,T2-moderate,CSET,T3,high,,,FY2021 10-K (0001326801-22-000018) Risk Factors: 'objectionable content made available on our products' and moderation-failure language; hate-speech content handling referenced. The Global Witness ad-moderation test (hateful/violent ads in English and Swahili not flagged) is not named in any filing.,Same-family ad/content-moderation-failure risk language present; specific test/event not disclosed. T3.,Facebook AI-Supported Moderation for Ads Failed to Detect Violating Content
363,2021-01-15,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2020 10-K carries reliance-on-AI content-review and objectionable-content risk language. No filing references the automated flag of 'Plymouth Hoe' as misogynistic.,Automated-moderation false-positive captured only by family-level content-moderation risk language; event not named. T3.,Facebook's Automated Moderation Mistakenly Flagged Landmark's Name as Offensive
400,2022-02-23,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2022-02-23 to 2023-02-23. In-window FY2021 10-K (2022-02-02) and FY2022 10-K (0001652044-23-000016, goog-20221231.htm, filed 2023-02-03) carry AI/ML ethical-challenge and content-quality risk language. Search returning fewer abortion-clinic results in rural/TRAP areas is a search-algorithm eq",Search-algorithm disparity covered by generic AI/ML + content-quality risk language; event not named.,Google Search Returned Fewer Results for Abortion Services in Rural Areas
395,2021-03-02,"Amazon.com, Inc.",AMZN,1018724,LISTED,deployer,T1-limited,rubric,T3,medium,,,"Window 2021-03-02 to 2022-03-02. In-window FY2021 10-K (0001018724-22-000005, filed 2022-02-04) carries generic AI/ML risk language and data/privacy (biometric) risk factors. AI-powered delivery-driver camera surveillance is an Amazon algorithmic system but is not named; no related legal proceeding ",Generic AI/algorithm and privacy risk language of the same family present; specific system/event not named => T3.,Amazon Forced Deployment of AI-Powered Cameras on Delivery Drivers
354,2020-06-20,"Uber Technologies, Inc.",UBER,1543151,LISTED,both,T3-severe,CSET,T3,medium,,,"Uber CIK 1543151 confirmed. In-window annual: FY2020 10-K filed 2021-03-01 (acc 0001543151-21-000014, uber-20201231.htm). 'artificial intelligence' is present in Uber 10-Ks from FY2020 onward (efts q=%22artificial intelligence%22&forms=10-K: FY2020-FY2025). Uber's 10-K risk factors routinely address","Automated decision-making/profiling and GDPR/data-privacy are disclosed generically as risk factors; the specific driver-profiling GDPR lawsuit is not named. Same-family generic risk, event not named => T3.",Uber Allegedly Violated GDPR by Failing to Provide Sufficient Notice on Automated Profiling for Drivers
353,2019-03-01,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,high,,,Duplicate/companion of the same 2019-03 Florida Model 3 tractor-trailer Autopilot fatality. Window includes FY2019 10-K (0001564590-20-004475) Autopilot death/injury risk language. No incident-specific or legal reference located in efts.,Same reasoning as incident 230 (this is the same underlying crash). Generic Autopilot risk language only = T3.,"Tesla on Autopilot Crashed into Trailer Truck in Florida, Killing Driver"
362,2021-07-20,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2020 10-K (in-window; incident 2021-07-20) and FY2021 10-K carry reliance-on-AI content-review and objectionable-content risk language. No filing references the mistaken flagging of gardening-group 'hoe'/anti-bug language.,Automated-moderation false-positive captured only by family-level content-moderation risk language; event not named. T3.,Facebook's Automated Moderation Flagged Gardening Group's Language Use by Mistake
359,2021-05-23,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2020 10-K (in-window; incident 2021-05-23) carries reliance-on-AI content-moderation and objectionable-content risk language; FY2021 10-K continues the same family language. No filing references the wrongful blocking of pro-Palestinian content during the Israeli-Palestinian conflict.,Automated-moderation error on conflict-related content captured only by family-level content-moderation risk language; event not named. T3.,"Facebook, Instagram, and Twitter Cited Errors in Automated Systems as Cause for Blocking pro-Palestinian Content on Israeli-Palestinian Conflict"
372,2022-07-22,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,low,,,"Window 2022-07-22 to 2023-07-22. In-window FY2022 10-K (goog-20221231.htm, filed 2023-02-03) carries AI/ML technological-challenge risk language plus generic product-security/defect risk factors. Pixel 6a fingerprint false-accept is a biometric-ML security defect; fits the AI/ML technological family",Biometric-ML security defect loosely covered by generic AI/ML technological + product-security risk language; event not named. Low confidence due to marginal family fit.,Users Reported Security Issues with Google Pixel 6a's Fingerprint Unlocking
386,2019-07-03,"Amazon.com, Inc.",AMZN,1018724,LISTED,both,T1-limited,rubric,T3,medium,,,"Window 2019-07-03 to 2020-07-03. In-window FY2019 10-K (0001018724-20-000004, filed 2020-01-31) carries generic AI/ML risk-factor language ('artificial intelligence' and 'machine learning' both present) plus labor/employment risk language. The algorithmic worker-productivity ('Time Off Task') tracki",No specific disclosure (not named; no legal proceeding). Generic AI/algorithm risk language of the same broad family present in the in-window annual report => T3.,"Amazon’s ""Time Off Task"" System Made False Assumptions about Workers' Time Management"
389,2022-04-05,General Motors Company,GM,1467858,PARENT,both,T1-limited,rubric,T3,high,,,"GM FY2022 10-K (0001467858-23-000029, 2023-01-31) AV risk factor present. efts 'fire hose' = 0 hits (2022-2024); no filing references a Cruise AV blocking a fire truck.",First-responder obstruction incident not disclosed; only generic autonomous-driving risk language of the same family in the in-window 10-K.,Cruise Autonomous Car Blocked Fire Truck Responding to Emergency
398,2022-08-15,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,high,,,Window (2022-08 to 2023-08) includes FY2022 10-K (2023-01) with Autopilot vision-perception reliability risk language. The horse-drawn-carriage misclassification demonstration is not named in any filing.,Perception-error demonstration not disclosed; same-family Autopilot reliability risk language = T3.,Tesla Autopilot Misidentified On-Road Horse-Drawn Carriage
399,2022-11-15,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"efts q='Galactica' returned 1 hit only, a third-party shareholder proposal (PX14A6G 0001214659-23-006039), not a company disclosure. Meta's own filings do not name Galactica. FY2022 generative-AI risk language and FY2023 AI 'accuracy'/'harmful ... content' language cover the family.",Only a shareholder proponent referenced Galactica; the issuer did not disclose the event. Same-family generative-AI accuracy/harm risk language present. T3.,Meta AI's Scientific Paper Generator Reportedly Produced Inaccurate and Harmful Content
401,2021-06-03,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2021-06-03 to 2022-06-03. In-window FY2021 10-K (0001652044-22-000019, filed 2022-02-02) carries the AI/ML ethical/brand risk factor. Google's knowledge-graph 'ugliest language' featured-answer result is an algorithmic-output harm within the AI/ML content-quality/ethical family. Not named; no",Algorithmic featured-answer harm covered by generic AI/ML risk language; event not named.,"Kannada Insulted by Google's Featured Answer as ""Ugliest Language in India"""
360,2021-10-15,McDonald's Corporation,MCD,63908,LISTED,deployer,T2-moderate,CSET,T3,medium,,,In-window annual: FY2021 10-K filed 2022-02-24 (acc 0000063908-22-000011). efts q=biometric&ciks=0000063908 returns ZERO hits (the BIPA voiceprint matter is not named). 'privacy' risk-factor language is present in every McDonald's 10-K FY2020-FY2025 (efts q=privacy&forms=10-K). No AI/algorithm langu,"The AI drive-thru BIPA/biometric suit is not named (biometric=0) and the specific proceeding is not disclosed (so not T2). Generic data-privacy risk language of the same family is present in the in-window 10-K. Same-family generic risk, event not named => T3.","McDonald's AI Drive-Thru Allegedly Collected Biometric Customer Data without Consent, Violating BIPA"
414,2020-01-18,"Meta Platforms, Inc.",META,1326801,LISTED,both,T2-moderate,CSET,T3,high,,,"FY2019 10-K (in-window) and FY2020 10-K carry reliance-on-AI and objectionable-content risk language (FY2020: reliance on 'artificial intelligence to perform tasks', 'illicit or objectionable material'). No filing references the vulgar Burmese-English machine-translation of the Chinese president's n","Automated-translation gaffe (no legal consequence) captured only by family-level reliance-on-AI / objectionable-content risk language; event not named. Despite the batch severity tag, no legal/regulatory proceeding = T3, not T2.",Facebook Gave Vulgar English Translation of Chinese President's Name
415,2020-07-28,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2020 10-K carries reliance-on-AI and objectionable-content risk language. No filing references the offensive Thai-English machine-translation during the King of Thailand broadcast; no legal proceeding.,Automated-translation error captured only by family-level reliance-on-AI / objectionable-content risk language; event not named. T3.,Facebook Provided Offensive Translation for King of Thailand's Birthday Ceremony
416,2022-12-01,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"efts q='Fair Housing' returned only shareholder proposals (PX14A6G) and the 2020 DEF 14A - no 10-K/10-Q/8-K. Meta did not disclose the DOJ Fair-Housing ad-delivery settlement or the Real Women in Trucking EEOC charge in periodic reports. FY2023/FY2024 10-Ks list AI 'bias, discrimination' as a risk.",Same-family algorithmic-discrimination risk language present; the specific job-ad discrimination matter is not disclosed as an event or named litigation in periodic reports. T3 (not T2).,Facebook's Job Ad Algorithm Allegedly Biased against Older and Female Workers
417,2019-11-15,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2019 10-K (0001326801-20-000013) and FY2020 10-K carry News Feed ranking-algorithm and objectionable/harmful-content risk language ('News Feed ranking algorithm'; 'misinformation or other illicit or objectionable material'). No filing references internal research that feed algorithms exposed low-d,Feed-algorithm harm to vulnerable users captured only by family-level ranking-algorithm + harmful-content risk language; event not named. T3.,Facebook Feed Algorithms Exposed Low Digitally Skilled Users to More Disturbing Content
419,2022-12-01,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2022 10-K objectionable-content / moderation-failure risk language; FY2023 lists 'harmful or illegal content ... (including related to elections)'. The Global Witness finding that Facebook's automated moderation allowed ads with violent language against election workers is not named.,Same-family automated-moderation-failure and election-integrity risk language present; specific event not disclosed. T3.,Facebook's Automated Moderation Allowed Ads Threatening Election Workers to be Posted
427,2022-03-15,General Motors Company,GM,1467858,PARENT,both,T1-limited,rubric,T3,high,,,"In-window annual report is GM FY2022 10-K (0001467858-23-000029, 2023-01-31), which carries the AV accident/liability/government-scrutiny risk factor. No filing references Cruise sudden-braking/rear-end events; efts incident-term searches ('collision' hits are generic collision-avoidance/coverage re",Operational Cruise braking incidents are not disclosed; only generic autonomous-driving risk language of the same harm family appears in the in-window 10-K.,Cruise Taxis' Sudden Braking Allegedly Put People at Risk
431,2022-04-20,Apple Inc.,AAPL,320193,LISTED,both,T2-moderate,rubric,T4,high,,,"For the 2022-04-20 Face ID / drugged-victims bank-theft incident, the in-window 10-K is Apple FY2022 (filed 2022-10-28); FY2023 (filed 2023-11-03) is outside the +12-month window. Full-text search confirms no 'artificial intelligence' or 'machine learning' language in Apple 10-Ks before FY2023, so t",In-window FY2022 10-K contains no AI-family risk language; no legal-proceedings or event disclosure. T4.,Robbers Accessed Drugged Gay Men's Bank Accounts Using Their Phones' Facial Recognition
434,2022-11-24,"Tesla, Inc.",TSLA,1318605,LISTED,both,T2-moderate,rubric,T3,high,,,Window (2022-11 to 2023-11) includes FY2022 10-K (2023-01) with FSD crash/product-liability risk language and the general DOJ Autopilot/FSD probe disclosure. The alleged FSD-braking 8-car San Francisco tunnel pileup is not named in any filing.,Individual crash not disclosed; only generic same-family FSD risk language and a general DOJ probe present = T3.,Sudden Braking by Tesla Allegedly on Self-Driving Mode Caused Multi-Car Pileup in Tunnel
436,2022-12-28,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,high,,,Window (2022-12 to 2023-12) includes FY2022 10-K (2023-01) with Autopilot crash/misuse risk language and 2023 10-Qs. The Autobahn 'driver asleep on Autopilot' incident in Germany is not named in any filing.,Foreign Autopilot-misuse incident not disclosed; generic same-family Autopilot/misuse risk language only = T3.,Tesla Driver Put Car on Autopilot Before Falling Asleep in Germany
446,2023-01-01,"SoundThinking, Inc.",SSTI,1351636,LISTED,developer,T1-limited,rubric,T3,high,,,"In-window annual: FY2022 10-K filed 2023-03-14 (acc 0000950170-23-007845, ssti-20221231.htm). efts q=Durham&ciks=0001351636 returns ZERO hits across all filings, so the Durham New Year's Day missed-detection is nowhere named. The 'failure or perceived failure to generate alerts for actual gunfire' r",Missed-detection / failure-to-alert is disclosed as a standing risk factor; the specific Durham event is not named (Durham=0). => T3.,ShotSpotter Failed to Alert Authorities of Mass Shooting in North Carolina
447,2022-12-19,"Meta Platforms, Inc.",META,1326801,PARENT,both,T1-limited,rubric,T3,medium,,,"FY2022/FY2023 10-K AI 'accuracy' and objectionable-content risk language covers machine-translation errors producing embarrassing/objectionable output. The Instagram mistranslation of a footballer's comment is a minor journalistic item, not named.",Same-family AI-accuracy/objectionable-output risk language present; specific event not disclosed. T3.,"Footballer's ""X-Rated"" Comment Created by Instagram's Mistranslation"
459,2023-01-21,General Motors Company,GM,1467858,PARENT,both,T1-limited,rubric,T3,high,,,"Incident date 2023-01-21; the in-window annual report is GM FY2022 10-K (0001467858-23-000029, filed 2023-01-31, 10 days later), which carries AV accident/regulatory risk language (the FY2023 10-K filed 2024-01-30 falls just outside the +12-month window). efts 'fire hose' = 0 hits; incident not name",Firefighters-smashed-window incident not disclosed; only family-level AV risk language in the in-window FY2022 10-K.,Firefighters Smashed Cruise AV's Front Window to Stop It from Running over Fire Hoses
460,2022-06-12,General Motors Company,GM,1467858,PARENT,both,T1-limited,rubric,T3,high,,,"GM FY2022 10-K (0001467858-23-000029, 2023-01-31) AV risk factor present. efts 'fire hose' = 0 hits across 2022-2024 GM filings; no filing references a Cruise AV running over a fire hose.",First-responder-scene operational incident not disclosed; only generic autonomous-driving risk language of the same family present.,Cruise AV Ran Over Fire Hose in Active Fire Scene
463,2022-11-15,Apple Inc.,AAPL,320193,LISTED,both,T1-limited,rubric,T4,medium,,,"For the 2022-11-15 Crash Detection false-911-call incident, the sole in-window 10-K is Apple FY2023 (filed 2023-11-03; FY2022 filed 2022-10-28 predates the incident and is out of window). FY2023 is the first Apple 10-K to mention 'machine learning and artificial intelligence,' but ONLY within a regu","The in-window FY2023 10-K mentions AI/ML only in a generic regulatory-compliance list (not same-family product-harm risk), and the Crash Detection false-alarm event is not named. Coded T4 conservatively; marginal because a bare AI/ML regulatory-list mention exists in the in-window filing (borderline","Apple Devices Mistook Skiing Activities, Dialed False Distress Emergency Calls "
465,2022-03-03,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,medium,,,"Window 2022-03-03 to 2023-03-03. In-window FY2021 10-K (2022-02-02) and FY2022 10-K (goog-20221231.htm, filed 2023-02-03) carry AI/ML ethical/technological risk language. LAION-5B private-medical-photos finding concerns a third-party web-scraped dataset used in AI research; Alphabet role is peripher",AI-training-data privacy harm covered by generic AI/ML risk language; event not named; Alphabet role peripheral (dataset is third-party).,Private Medical Photos Were Reportedly Found in LAION-5B AI Training Dataset
467,2023-02-07,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2023-02-07 to 2024-02-07. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries explicit generative-AI risk language: 'Our evolving AI-related efforts may give rise to risks related to harmful content, inaccuracies... and other issues.' Bard's promo-video factual error (causing ",High-profile Bard inaccuracy covered by FY2023 generative-AI inaccuracy/reputational risk language; incident not specifically named (Bard = product mention) => T3 not T1.,Google's Bard Shared Factually Inaccurate Info in Promo Video
468,2023-02-07,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2023-02-07..2024-02-07 includes FY2023 10-K (0000950170-23-035122, 2023-07-27), which carries AI-harm-family risk language (full-text confirms 'responsible AI', 'AI systems', 'biased', 'reputational harm'). ChatGPT-powered Bing factual-accuracy failures fall squarely within the AI flawed/inac",In-window FY2023 10-K carries generic AI risk-factor language of the same (inaccurate/harmful output) family; event not named. T3.,ChatGPT-Powered Bing Reportedly Had Problems with Factual Accuracy on Some Controversial Topics
470,2023-02-08,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2023-02-08..2024-02-08 includes FY2023 10-K (0000950170-23-035122) with AI-harm risk language ('AI systems', 'biased', 'reputational harm', 'responsible AI'). Bing Chat citing disinformation is within the flawed/harmful-output AI risk family; not named specifically.",Generic in-window AI risk-factor language of same family; unnamed event. T3.,Bing Chat Response Cited ChatGPT Disinformation Example
471,2019-06-22,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,"FY2019 10-K (0001326801-20-000013) and FY2020 10-K (0001326801-21-000014, fb-20201231.htm) carry harmful/objectionable-content and reliance-on-automated-systems risk language ('spreading misinformation, or other objectionable ends'; FY2020: reliance on AI for content review, 'misinformation or other",Hate-speech/automated-moderation failure captured only by family-level harmful-content risk language; the specific Ethiopia event is not named. T3.,Facebook Allegedly Failed to Police Hate Speech Content That Contributed to Ethnic Violence in Ethiopia
473,2023-02-08,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,Window 2023-02-08..2024-02-08 includes FY2023 10-K (0000950170-23-035122) carrying AI-harm/security risk language. Prompt-injection revealing Bing Chat's initial prompt maps to the AI misuse/output-integrity/security risk family; not named.,In-window generic AI risk language of same family; event not named. T3.,Bing Chat's Initial Prompts Revealed by Early Testers Through Prompt Injection
475,2021-06-02,McDonald's Corporation,MCD,63908,LISTED,deployer,T1-limited,rubric,T3,medium,,,"McDonald's CIK 63908 confirmed. In-window annual: FY2021 10-K filed 2022-02-24 (acc 0000063908-22-000011, mcd-20211231.htm). efts confirms a recurring 'technology initiatives' risk factor present in McDonald's 10-Ks for FY2014, FY2020, FY2021, FY2022, FY2023, FY2024, FY2025 (q=%22technology initiati","The specific AI drive-thru pilot/ending of the IBM partnership is not disclosed. A recurring generic technology/digital-initiatives risk factor covers the same domain (automation/technology initiatives may fail or harm reputation), but with no AI/algorithm-specific framing in the in-window filing. S",McDonald's Reportedly Ends IBM Partnership After AI Drive-Thru Ordering Errors at U.S. Locations
477,2023-02-14,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,Window 2023-02-14..2024-02-14 includes FY2023 10-K (0000950170-23-035122) carrying AI flawed/inaccurate-output and reputational-harm risk language. Bing Chat hallucination / emotional persona is within the flawed-output family; not named.,Generic in-window AI risk-factor language of same family; event unnamed. T3.,Bing Chat Tentatively Hallucinated in Extended Conversations with Users
489,2019-06-03,"Workday, Inc.",WDAY,1327811,LISTED,both,T2-moderate,CSET,T3,high,,,"Workday (CIK 0001327811). FY2020 10-K (0001327811-20-000022, 2020-03-03) carries same-family AI/ML risk language: '...machine learning and artificial intelligence present emerging ethical issues, and if we enable or offer solutions on this front that are controversial, due to their impact, or percei","Workday's own AI/ML risk factor squarely names the employment/bias harm family and legal-liability exposure, but the Mobley lawsuit itself is never named. Textbook T3.",Workday's AI Tools Allegedly Enabled Employers to Discriminate against Applicants of Protected Groups
501,2019-06-03,UnitedHealth Group Inc.,UNH,731766,PARENT,both,T3-severe,CSET,T4,high,,,"UnitedHealth CIK 731766 confirmed. In-window annual: FY2019 10-K filed ~2020-02 (window 2019-06-03 to 2020-06-03). 'artificial intelligence'/'AI/ML' language does NOT appear in any UNH 10-K before FY2023 (efts: AI only in 10-Ks filed 2024-02-28, 2025-02-27, 2026-03-02). 'algorithm' appears in ZERO U","Event not named, and the in-window FY2019 10-K contains no AI/algorithm risk language of this family (AI/ML risk language first appears FY2023). No disclosure located => T4.",Length of Stay False Diagnosis Cut Off Insurer's Payment for Treatment of Elderly Woman
503,2023-02-14,Microsoft Corporation,MSFT,789019,LISTED,both,T3-severe,rubric,T3,high,,,Window 2023-02-14..2024-02-14 includes FY2023 10-K (0000950170-23-035122) with AI-harm/reputational risk language. Bing AI 'threats' / hostile persona is within the harmful-output/reputational-harm family; not named.,In-window generic AI risk language of same family; unnamed. T3.,Bing AI Search Tool Reportedly Declared Threats against Users
504,2023-02-08,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,Window 2023-02-08..2024-02-08 includes FY2023 10-K (0000950170-23-035122) with AI flawed/inaccurate-output risk language. Bing Chat demo containing false figures/features is within that family; not named.,Generic in-window AI risk-factor language of same (inaccurate-output) family; unnamed. T3.,Bing Chat's Outputs Featured in Demo Video Allegedly Contained False Information
511,2023-02-12,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,Window 2023-02-12..2024-02-12 includes FY2023 10-K (0000950170-23-035122) with AI-harm/inaccurate-output risk language. Bing's showtime/date-confusion erratic behavior is within that family; not named.,In-window generic AI risk language of same family; unnamed. T3.,Microsoft's Bing Failed to Fetch Movie Showtimes Results Due to Date Confusion
522,2019-07-10,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,FY2019 10-K (fb-12312019x10k.htm) Item 1A carries News Feed ranking-algorithm risk language ('we update our News Feed ranking algorithm to optimize the user experience') and advertising/ad-targeting risk language ('changes reduce our ability to effectively target ads'). No filing references the poli,Political ad-delivery algorithm behavior captured only by family-level advertising + ranking-algorithm risk language; event not named. T3.,"Facebook Political Ad Delivery Algorithms Inferred Users' Political Alignment, Inhibiting Political Campaigns' Reach"
525,2019-07-06,"Tesla, Inc.",TSLA,1318605,LISTED,developer,T3-severe,rubric,T3,high,,,"Window (2019-07 to 2020-07) includes FY2019 10-K (0001564590-20-004475) plus 2019-2020 10-Qs, all carrying Autopilot/FSD crash and product-liability risk language. The related product-liability lawsuit (jury found no damages) is not itemized in any filing.",Individual Autopilot product-liability suit not disclosed as material; only generic same-family risk language in-window = T3.,Tesla Vehicle Running on Self-Driving Mode Crashes on City Streets
528,2023-04-08,"Amazon.com, Inc.",AMZN,1018724,LISTED,both,T1-limited,rubric,T3,medium,,,"Window 2023-04-08 to 2024-04-08. In-window FY2023 10-K (0001018724-24-000008, filed 2024-02-02) carries generic AI/ML risk language. Algorithmic-pricing anomaly is not named; no related legal proceeding disclosed.",Pricing-algorithm harm covered by generic AI/algorithm risk language; event not named => T3.,Amazon Algorithmic Pricing Allegedly Hiked up Price of Reference Book to Millions
533,2021-06-02,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,high,,,Window (2021-06 to 2022-06) includes FY2021 10-K (2022-02) with Autopilot/FSD vision-perception reliability risk language. The FSD traffic-light-misidentification (truck hauling traffic lights) demonstration is not named in any filing.,Perception-error demonstration not disclosed; same-family FSD reliability risk language = T3.,Tesla FSD Misidentified Truck Hauling Traffic Lights as Trail of Traffic Lights
534,2021-04-29,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T2,high,FY2021 10-K Note 'Commitments and Contingencies' (R19.htm) — securities class actions and government investigations arising from the September-2021 former-employee allegations; not framed as an AI matter.,"no — no loss reserve or accrual disclosed; company states the suits are 'without merit' and it is 'vigorously defending them.' No incident-specific charge (distinct from the booked 2019 $5B FTC privacy settlement, which is a separate matter).","FY2021 10-K Commitments & Contingencies note (0001326801-22-000018, R19.htm, filed 2022-02-03): 'Beginning in September 2021, we became subject to government investigations and requests relating to a former employee's allegations and release of internal company documents concerning, among other thin","The Ohio AG securities-fraud suit (algorithms harming children → securities-law violation) surfaces in filings as its legal consequence: the FY2021 10-K discloses the securities class actions and government investigations tied to the former-employee algorithm/content allegations, framed as securitie",Facebook Alleged in Lawsuit Misleading Public about Effects of Algorithms on Children
539,2023-03-11,Snap Inc.,SNAP,1564408,LISTED,both,T1-limited,rubric,T3,medium,,,"Snap (CIK 0001564408). 'My AI' appears in 11 in-window filings including the FY2023 10-K (0001564408-24-000019, 2024-02-07), where My AI is described in Item 1 ('our AI-powered chatbot') and covered by generic new-product risk language in Item 1A: new products/initiatives 'may be costly, difficult t","My AI is named as a product and wrapped in family-level generative-AI/new-product regulatory-and-litigation risk language, but the specific child-safety failure is not disclosed. T3.",Snapchat's My AI Reported for Lacking Protection for Children
540,2023-05-15,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,high,,,"FSD Beta pedestrian/crosswalk non-yield event not named in filings. In-window 10-K = Tesla FY2023 (0001628280-24-002390, filed 2024-01-29) carrying the Autopilot/FSD accident + NHTSA Standing General Order + 'misuse or claimed failures... of such new technologies' risk language (quoted under inciden",Same-family Autopilot/FSD risk language present in in-window 10-K; specific FSD Beta event not disclosed -> GENERIC-RISK-LANGUAGE.,"Tesla Failed to Yield to Detected Pedestrian on Crosswalk, Reportedly Violated Traffic Law"
549,2023-01-05,McDonald's Corporation,MCD,63908,LISTED,both,T1-limited,rubric,T4,medium,,,"In-window annual: FY2022 10-K filed 2023-02-24 (acc 0000063908-23-000012, mcd-20221231.htm). This filing predates any 'artificial intelligence' language in McDonald's 10-Ks (AI first appears FY2023, filed 2024-02-22) and 'algorithm' never appears in a McDonald's 10-K. The recurring 'technology initi","Minor operational chatbot-scheduling failures; no legal/regulatory consequence, event not named, and the in-window filing carries no AI/algorithm/hiring-technology risk language of this family (the generic 'technology initiatives' factor is customer-ordering, not HR). No same-family disclosure locat",Fast Food Chains' AI Chatbots Failed to Assist Job Applicants with Scheduling Interviews
550,2023-03-17,"Tesla, Inc.",TSLA,1318605,LISTED,both,T1-limited,rubric,T3,high,,,"Individual crash (Autopilot, school bus, Hollister NC) not named in filings. In-window 10-K is Tesla FY2023 (accession 0001628280-24-002390, tsla-20231231.htm, filed 2024-01-29), which carries same-family Autopilot/FSD safety+regulatory risk language: 'our vehicles have been involved and we expect i",Tesla carries Autopilot/FSD safety+regulatory risk language every year from FY2019. This specific crash is not named; only same-family risk language present -> GENERIC-RISK-LANGUAGE.,Tesla Allegedly on Autopilot Struck High School Student Exiting School Bus
552,2023-06-22,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2023-06-22..2024-06-22 includes FY2023 10-K (0000950170-23-035122) and FY2024 10-K (0000950170-24-087843, 2024-07-30, 'unintended or inappropriate'/'flawed or biased' AI risk factor). Bing Chat bypassing CAPTCHA safeguards maps to AI misuse/safeguard-failure family; not named.",In-window AI risk-factor language of same (misuse/safeguard) family; event unnamed. T3.,Bing Chat Solved CAPTCHAs with Image Analysis Feature Despite Safeguards
