incident_id,incident_date,entity_slug,matched_company,ticker,CIK,listing_status,match_confidence,role,match_method,severity_tier,title,FLAG,REVIEW_verdict(OK/FIX),REVIEW_notes,in_analytical_sample,reviewed_at
881,2024-12-27,serve-robotics,Serve Robotics Inc.,SERV,1826681,LISTED,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles,MED-listed,OK-note,became an SEC reporting company at its August 2023 reverse merger; no periodic-report history before that date,True,revision-1
885,2025-01-03,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust",sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1537,2025-02-16,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Two Waymo Robotaxis Allegedly Contributed to Bike-Lane Collision That Injured San Francisco Cyclist,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
956,2025-02-28,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,"Alleged Inclusion of 12,000 Live API Keys in LLM Training Data Reportedly Poses Security Risks",sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
981,2025-03-05,apple,Apple Inc.,AAPL,320193,LISTED,HIGH,both,crosswalk,UNSCORED,Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Woman’s Voicemail,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1001,2025-03-17,alibaba,Alibaba Group Holding,BABA,1577552,FOREIGN,MED,both,crosswalk,UNSCORED,LLM Scrapers Allegedly Target Multiple Open Source Projects Disrupting the FOSS Ecosystem,FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1026,2025-04-12,deepseek-ai,,,,FOREIGN,,both,crosswalk,UNSCORED,Multiple LLMs Allegedly Endorsed Suicide as a Viable Option During Non-Adversarial Mental Health Venting Session,FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1159,2025-05-10,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,Government‑Backed AI4Peat Mapping Tool Allegedly Misidentifies Granite Outcrops and Quarries as Peat,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1072,2025-05-14,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Grok Chatbot Reportedly Inserted Content About South Africa and 'White Genocide' in Unrelated User Queries,DELISTED,OK-excluded,"private successor to Twitter, Inc.; files no periodic reports",False,revision-1
1108,2025-06-10,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Digital Rights Groups Accuse Meta and Character.AI of Facilitating Unlicensed Therapy via Chatbots,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1106,2025-06-13,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,"Chatbots Allegedly Reinforced Delusional Thinking in Several Reported Users, Leading to Real-World Harm",sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1188,2025-06-25,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Multiple LLMs Reportedly Generated Responses Aligning with Purported CCP Censorship and Propaganda,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1220,2025-07-10,alibaba,Alibaba Group Holding,BABA,1577552,FOREIGN,MED,developer,crosswalk,UNSCORED,LAMEHUG Malware Reportedly Integrates Large Language Model for Real-Time Command Generation in a Purported APT28-Linked Cyberattack,FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1539,2025-08-26,zoox,"Amazon.com, Inc.",AMZN,1018724,PARENT,MED,both,crosswalk,UNSCORED,Zoox Robotaxi Crossed Into Opposing Lane and Stopped Near Oncoming Traffic,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1200,2025-08-28,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI on Instagram Reportedly Facilitated Suicide and Eating Disorder Roleplay with Teen Accounts,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1572,2025-10-21,thomson-reuters,Thomson Reuters Corporation,TRI,1075124,FOREIGN,MED,developer,crosswalk,UNSCORED,Westlaw CoCounsel Reportedly Generated False Legal Quotations in United States v. Farris,FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1269,2025-10-27,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Autonomous Vehicle Reportedly Ran Over and Killed a Cat in San Francisco,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1300,2025-12-04,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,"Waymo Self-Driving Vehicles Reportedly Passed Stopped School Buses at Least 19 Times, Prompting NHTSA Probe",parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1538,2025-12-06,baidu,"Baidu, Inc.",BIDU,1329099,FOREIGN,MED,developer,crosswalk,UNSCORED,City of Zhuzhou in Hunan Suspended Hellobike Robotaxi Service After Vehicle Struck Two Pedestrians,FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1337,2025-12-08,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Transported Undetected Person Trapped in Trunk in Los Angeles,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1326,2025-12-20,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxis Allegedly Contributed to Traffic Gridlock During San Francisco PG&E Power Outage,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1382,2026-01-02,tencent,,,,FOREIGN,,both,crosswalk,UNSCORED,Tencent's WeChat-Integrated Yuanbao Chatbot Reportedly Insulted User During Coding Debug Request,FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1541,2026-01-07,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,"Waymo Robotaxi Reportedly Entered Phoenix Light-Rail Tracks, Prompting Passenger to Exit",parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1540,2026-01-17,zoox,"Amazon.com, Inc.",AMZN,1018724,PARENT,MED,both,crosswalk,UNSCORED,"Zoox Robotaxi Reportedly Collided with Open Car Door, Allegedly Injuring San Francisco Street Ambassador",parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1575,2026-01-20,paypal,"PayPal Holdings, Inc.",PYPL,1633917,LISTED,HIGH,deployer,crosswalk,UNSCORED,Eightfold AI Hiring Tools Allegedly Secretly Scored Job Applicants for Employers,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1361,2026-01-23,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,"Waymo Autonomous Vehicle Reportedly Struck Child Near Elementary School in Santa Monica, California",parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1511,2026-01-30,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Grok Reportedly Generated Images After X Users Asked It to Unredact Epstein-File Photos of Children and Women,DELISTED,OK-excluded,"private successor to Twitter, Inc.; files no periodic reports",False,revision-1
1393,2026-02-12,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Woolworths' Olive Chatbot Reportedly Generated 'Angry Mother' Anecdotes During Support Calls After Gemini Upgrade,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1377,2026-02-13,bytedance,,,,FOREIGN,,both,crosswalk,UNSCORED,"Seedance 2.0 Reportedly Generated Viral Tom Cruise–Brad Pitt Fight Video, Prompting Hollywood IP and Likeness Complaints",FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1395,2026-02-23,deepseek,,,,FOREIGN,,deployer,crosswalk,UNSCORED,"Anthropic Said DeepSeek, Moonshot, and MiniMax Used Fraudulent Accounts and Proxies to Illicitly Distill Claude Capabilities at Scale",FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1543,2026-03-01,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Obstructed Ambulance Responding to Austin Mass Shooting,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1493,2026-03-17,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Gemini and Grok Reportedly Misidentified Authentic Minab School-Strike Graveyard Photo as Unrelated Disaster Imagery,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1567,2026-03-22,serve-robotics,Serve Robotics Inc.,SERV,1826681,LISTED,MED,both,crosswalk,UNSCORED,Serve Robotics Delivery Robot Reportedly Crashed into Chicago Bus Shelter After Failing to Detect Glass,MED-listed,OK-note,became an SEC reporting company at its August 2023 reverse merger; no periodic-report history before that date,True,revision-1
1460,2026-03-31,baidu,"Baidu, Inc.",BIDU,1329099,FOREIGN,MED,both,crosswalk,UNSCORED,"Baidu Apollo Go Robotaxis Stopped in Traffic During Reported System Failure in Wuhan, Stranding Some Passengers",FOREIGN,OK-excluded,foreign private issuer (20-F/6-K); correctly outside the domestic-filer sample,False,revision-1
1547,2026-04-11,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxis Reportedly Entered Closed Freeway Construction Zones in Arizona and California,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1544,2026-04-20,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Entered Flooded San Antonio Roadway and Was Swept Into Waterway,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1599,2026-05-09,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Remained Immobilized While Vandals Smashed Vehicle with Passenger Inside,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1584,2026-05-20,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta's AI-Assisted Layoff Process Allegedly Disproportionately Selected Employees on Protected Leave,sample,OK,"direct slug-to-registrant match, high confidence; CIK verified in the coding record",True,revision-1
1602,2026-06-20,zoox,"Amazon.com, Inc.",AMZN,1018724,PARENT,MED,both,crosswalk,UNSCORED,"Zoox Autonomous Vehicle Reportedly Entered Smoke-Obscured Fire Scene, Prompting Heavy-Smoke Detection Recall",parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
1583,2026-07-04,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Reportedly Caught Fire After Driving Over Firework in San Francisco,parent-map,OK,subsidiary-to-listed-parent mapping; parent control confirmed as of the incident date at revision,True,revision-1
