incident_id,incident_date,entity_slug,matched_company,ticker,CIK,listing_status,match_confidence,role,match_method,severity_tier,title
560,2023-06-23,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,both,crosswalk,UNSCORED,Tesla on Autopilot Struck Parked Work Truck on Highway in Pennsylvania
563,2023-08-14,cruise,General Motors Company,GM,1467858,PARENT,MED,both,crosswalk,UNSCORED,Cruise Robotaxi Initially Blamed for Ambulance Delay in Case Where Patient Later Died; Subsequent Reports Clear Cruise of Fault
570,2023-10-04,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Facebook Messenger AI Stickers Generate Ethical and Content Moderation Concerns
571,2023-06-22,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,deployer,crosswalk,UNSCORED,Reported Accidental Exposure of 38TB of Data by Microsoft's AI Research Team
574,2023-07-05,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,T2-moderate,AI-Generated Articles at G/O Media Allegedly Diminishes Reputation of Human Staff
576,2023-10-24,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,deployer,crosswalk,T2-moderate,"Alleged Misuse of PicSo AI for Generating Inappropriate Content Emphasizing ""Girls"""
578,2023-06-26,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,Alleged Exploitation of Meta's Open-Source LLaMA Model for NSFW and Violent Content
580,2023-06-12,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Alleged Gender Discrimination in Facebook Job Ads Algorithm
581,2023-06-24,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Ads Allegedly Serving Content on AI-Generated Misinformation Sites
583,2023-06-07,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,T2-moderate,Instagram Algorithms Allegedly Promote Accounts Facilitating Child Sex Abuse Content
587,2023-05-22,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Apparent Failure to Accurately Label Primates in Image Recognition Software Due to Alleged Fear of Racial Bias
591,2023-07-24,cigna,The Cigna Group,CI,1739940,LISTED,HIGH,both,crosswalk,UNSCORED,Cigna Algorithm PXDX Allegedly Rejected Thousands of Patient Claims En Masse in Breach of California Law
595,2023-08-11,cruise,General Motors Company,GM,1467858,PARENT,MED,both,crosswalk,UNSCORED,Driverless Cruise Cars Immobilized in San Francisco Traffic Jam
596,2023-10-17,cruise,General Motors Company,GM,1467858,PARENT,MED,both,crosswalk,UNSCORED,Cruise's Autonomous Vehicles Allegedly Engaging in Risky Behavior Near Pedestrians
608,2023-02-28,navihealth,UnitedHealth Group Inc.,UNH,731766,PARENT,MED,developer,crosswalk,UNSCORED,UnitedHealth Accused of Deploying  Allegedly Flawed AI to Deny Medical Coverage
609,2023-08-16,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Flawed AI in Google Search Reportedly Misinforms about Geography
612,2023-10-31,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft AI Poll Allegedly Causes Reputational Harm of The Guardian Newspaper
614,2023-11-02,google-bard,Alphabet Inc.,GOOGL,1652044,PARENT,MED,developer,crosswalk,T2-moderate,Google Bard Allegedly Generates False Allegations Against Consulting Firms Used in Research Presented in Australian Parliamentary Inquiry
619,2023-12-20,rite-aid,Rite Aid Corporation,RAD,84129,DELISTED,HIGH,deployer,crosswalk,T2-moderate,Rite Aid Facial Recognition Disproportionately Misidentified Minority Shoppers as Shoplifters
620,2021-11-10,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,both,crosswalk,UNSCORED,A Robot at a Tesla Factory in Texas Allegedly Injured an Engineer
621,2023-11-10,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft AI Is Alleged to Have Generated Violent Imagery of Minorities and Public Figures
622,2023-12-18,general-motors,General Motors Company,GM,1467858,LISTED,HIGH,both,crosswalk,UNSCORED,Chevrolet Dealer Chatbot Agrees to Sell Tahoe for $1
623,2023-12-12,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Google Bard Allegedly Generated Fake Legal Citations in Michael Cohen Case
637,2024-01-31,soundthinking,"SoundThinking, Inc.",SSTI,1351636,LISTED,MED,developer,crosswalk,UNSCORED,Gunshot Detection Technology ShotSpotter (now SoundThinking) Reportedly Only Has 47% Accuracy in Chicago System
638,2022-05-16,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,developer,crosswalk,UNSCORED,Fatal Crash Involving Tesla Full Self-Driving Claims Employee's Life
640,2023-12-11,alphabet,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Waymo Software Flaw Reportedly Leads to Double Collision with Tow Truck
641,2024-02-20,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Nonconsensual Deepfake Porn of Bobbi Althoff Spreads Rapidly on X
645,2024-02-21,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Seeming Pattern of Gemini Bias and Sociotechnical Training Failures Harm Google's Reputation
646,2024-02-22,snapchat,Snap Inc.,SNAP,1564408,LISTED,HIGH,both,crosswalk,UNSCORED,Snapchat's Algorithm Alleged to Link Minor with Sex Offenders
647,2024-02-06,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,A Self-Driving Waymo Robotaxi Reportedly Collided with a Bicyclist
654,2024-03-06,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft Copilot Designer Reportedly Generated Inappropriate AI Images
655,2024-01-11,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Scams Reportedly Impersonating Wealthy Investors Proliferating on Facebook
674,2024-03-14,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Manipulated Media via AI Disinformation and Deepfakes in 2024 Elections Erode Trust Across More Than 50 Countries
679,2023-02-20,twitter,"Twitter, Inc.",TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,A Purported Deepfake of Senator Elizabeth Warren Circulates Allegedly Saying Republicans Should Not Vote
684,2024-04-04,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Books Appears to Be Indexing Works Written by AI
686,2024-04-03,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI Image Generator Reportedly Fails to Accurately Represent Interracial Relationships
693,2024-05-14,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google AI Reportedly Delivering Confidently Incorrect and Harmful Information
696,2024-02-14,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta's AI Ad Platform Reportedly Causes Overspending and Poor Performance
700,2024-05-20,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta's AI Chatbots Are Reportedly Entering Online Support Communities Uninvited
704,2024-05-23,thomson-reuters,Thomson Reuters Corporation,TRI,1075124,FOREIGN,MED,developer,crosswalk,UNSCORED,Study Highlights Persistent Hallucinations in Legal AI Systems
707,2024-06-13,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,developer,crosswalk,UNSCORED,"Tesla Reportedly in Autopilot Mode Hits Parked Police Vehicle in Fullerton, California"
710,2024-04-15,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Facebook AI Reportedly Mislabels Auschwitz Photos as 'Bullying' and 'Nudity'
711,2024-04-26,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,both,crosswalk,UNSCORED,NHTSA Opens New Probe into Tesla’s Autopilot Following More than a Dozen Fatal Accidents
712,2024-04-26,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI Hallucinates Harassment Allegations Against New York Politicians
714,2024-03-29,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,Microsoft-Powered New York City Chatbot Advises Illegal Practices
718,2024-04-06,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"OpenAI, Google, and Meta Alleged to Have Overstepped Legal Boundaries for Training AI"
719,2024-04-04,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,both,crosswalk,UNSCORED,Grok AI on X Created and Promoted False Iran Missile Strike News
723,2024-05-13,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Instagram Algorithms Reportedly Directed Children's Merchandise Ad Campaign to Adult Men and Sex Offenders
726,2023-10-02,cruise,General Motors Company,GM,1467858,PARENT,MED,both,crosswalk,UNSCORED,A Self-Driving Cruise Robot Taxi Reportedly Struck and Dragged a Pedestrian 20 Feet
731,2023-12-01,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly Hallucinated Software Packages with Potential Malware Reportedly Downloaded Thousands of Times by Developers
733,2024-06-09,general-motors,General Motors Company,GM,1467858,LISTED,HIGH,deployer,crosswalk,UNSCORED,Auto Insurers Allegedly Are Surreptitiously Collecting and Scoring Driver Data
734,2024-06-18,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Leading AI Models Reportedly Found to Mimic Russian Disinformation in 33% of Cases and to Cite Fake Moscow News Sites
742,2024-07-13,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Grok AI Model Reportedly Fails to Produce Reliable News in Wake of Trump Assassination Attempt
743,2024-07-16,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Gemini AI Allegedly Reads Google Drive Files Without Explicit User Consent
744,2024-06-25,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,"AI Work Assistants Require More Effort Than Expected, CIOs Say"
748,2024-06-19,paypal,"PayPal Holdings, Inc.",PYPL,1633917,LISTED,HIGH,both,crosswalk,UNSCORED,Erroneous Declined Transaction Notification by PayPal AI Assistant
750,2024-07-22,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,AI Chatbots Reportedly Inaccurately Conveyed Real-Time Political News
756,2024-07-26,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Deepfake of Kamala Harris Saying Damaging Comments Circulates on X and Is Amplified by Elon Musk
758,2023-09-11,facebook,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,deployer,crosswalk,UNSCORED,Teen's Overdose Reportedly Linked to Meta's AI Systems Failing to Block Ads for Illegal Drugs
760,2024-07-21,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,False Election Data on Kamala Harris Reportedly Circulated via Grok AI Chatbot
761,2024-08-08,tiktok,,,,FOREIGN,,developer,crosswalk,UNSCORED,TikTok AI System Used to Amplify Election Disinformation by Foreign Networks
762,2024-08-14,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,developer,crosswalk,UNSCORED,Grok AI Reportedly Generates Offensive and Violent Images Without Proper Safeguards
770,2024-08-16,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft Copilot Falsely Accuses Journalist Martin Bernklau of Crimes
773,2024-08-20,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,Chatbot in Workplace Training at Bunbury Prison Reveals Real Names in Sexual Harassment Case
775,2024-09-02,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Elon Musk Reportedly Shared an AI-Generated Image Depicting Kamala Harris Dressed as a Communist Ruler
778,2024-09-04,amazon,"Amazon.com, Inc.",AMZN,1018724,LISTED,HIGH,developer,crosswalk,UNSCORED,Amazon's Alexa Reportedly Shows Political Preference Error in Trump-Harris Presidential Race Queries
788,2024-06-20,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Instagram's Algorithm Reportedly Recommended Sexual Content to Teenagers' Accounts
789,2024-06-12,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Independent News Sites Flagged as Spam by Facebook's AI Moderation System
790,2024-06-21,tiktok,,,,FOREIGN,,both,crosswalk,UNSCORED,Unrestricted AI Avatar Tool Accidentally Released by TikTok Permits Recitation of Hitler Quotes and Other Harmful Speech
791,2024-09-09,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google AI Error Prompts Parents to Use Fecal Matter in Child Training Exercise
794,2024-08-13,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Reported Glitch in Waymo Self-Driving Cars Purportedly Triggers Regular All-Night Honking in San Francisco
796,2024-06-01,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Facebook's Content Moderation System Flagged and Removed Emergency Updates as Spam During Wildfires
803,2024-05-14,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Facebook's Algorithm Reportedly Amplifies AI-Generated Content, Fueling Misleading Posts"
821,2024-07-07,baidu,"Baidu, Inc.",BIDU,1329099,FOREIGN,MED,both,crosswalk,UNSCORED,Baidu Robotaxi Allegedly Involved in Collision with Pedestrian in Wuhan
838,2024-04-25,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft Copilot Allegedly Provides Unsafe Medical Advice with High Risk of Severe Harm
845,2024-11-13,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Google's Gemini Allegedly Generates Threatening Response in Routine Query
846,2021-10-06,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,Social Media Algorithms Amplified Disinformation Campaign in Honduras Election
853,2024-02-03,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Two Passengers Report Feeling Trapped in Waymo Car During Sensor Obstruction
854,2024-09-30,waymo,Alphabet Inc.,GOOGL,1652044,PARENT,MED,both,crosswalk,UNSCORED,Waymo Driverless Taxi Allegedly Stalled During Pedestrian Harassment Incident in San Francisco
857,2024-11-25,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,"Navigation App Allegedly Directs Car Over Damaged Bridge in Uttar Pradesh, Resulting in Three Deaths"
859,2024-10-30,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish
861,2024-12-13,apple,Apple Inc.,AAPL,320193,LISTED,HIGH,both,crosswalk,UNSCORED,Apple Intelligence Reportedly Notified Users That Luigi Mangione Shot Himself and Benjamin Netanyahu Had Been Arrested
862,2024-11-03,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Purportedly AI-Generated Video Allegedly Depicts Martin Luther King Jr. Supporting Donald Trump
869,2024-11-04,tiktok,,,,FOREIGN,,both,crosswalk,UNSCORED,TikTok Algorithms Allegedly Linked to Minors' Exposure to Harmful Content
873,2024-12-10,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,YouTube Algorithms Allegedly Amplify Eating Disorder Content to Adolescent Girls
881,2024-12-27,serve-robotics,Serve Robotics Inc.,SERV,1832483,LISTED,MED,both,crosswalk,UNSCORED,Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles
885,2025-01-03,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust"
889,2025-01-07,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,both,crosswalk,UNSCORED,Tesla's 'Actually Smart Summon' Feature Reportedly Linked to Multiple Parking Lot Collisions
892,2024-08-05,apple,Apple Inc.,AAPL,320193,LISTED,HIGH,both,crosswalk,UNSCORED,Apple Intelligence Allegedly Flags Scam Messages as High Priority
934,2025-02-10,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,NHK Terminates AI Translation Service After Geopolitical Naming Error
939,2025-02-21,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,AI-Powered Chinese Surveillance Campaign 'Peer Review' Used for Real-Time Monitoring of Anti-State Speech on Western Social Media
940,2025-02-17,tesla,"Tesla, Inc.",TSLA,1318605,LISTED,HIGH,both,crosswalk,UNSCORED,Tesla Cybertruck Operating in Full Self-Driving Mode Reportedly Crashes into Pole in Nevada After Failing to Merge
952,2025-02-25,apple,Apple Inc.,AAPL,320193,LISTED,HIGH,both,crosswalk,UNSCORED,Apple’s Voice Dictation Reportedly Substitutes ‘Trump’ for ‘Racist’ Due to Speech Recognition Bug
956,2025-02-28,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,"Alleged Inclusion of 12,000 Live API Keys in LLM Training Data Reportedly Poses Security Risks"
957,2025-02-28,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Alleged Instagram Algorithm Malfunction Floods Users' Reels Feeds with Violent and Graphic Content
963,2025-03-05,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Reports Alleged Gemini-Generated Terrorism and Child Exploitation to Australian eSafety Commission
967,2025-03-06,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Amazon and Google AI Allegedly Promote Mein Kampf as 'a True Work of Art' in Search Results
968,2022-02-24,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,"'Pravda' Network, Successor to 'Portal Kombat,' Allegedly Seeding AI Models with Kremlin Disinformation"
975,2025-03-05,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,"At Least 10,000 AI Chatbots, Including Jailbroken Models, Allegedly Promote Eating Disorders, Self-Harm, and Sexualized Minors"
981,2025-03-05,apple,Apple Inc.,AAPL,320193,LISTED,HIGH,both,crosswalk,UNSCORED,Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Woman’s Voicemail
993,2025-03-12,apple,Apple Inc.,AAPL,320193,LISTED,HIGH,developer,crosswalk,UNSCORED,Sydney Students Allegedly Forced to Retake NAPLAN After AI Predictive Text Error
995,2023-12-27,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,The New York Times Reportedly Sues OpenAI and Microsoft Over Alleged Unauthorized AI Training on Its Content
996,2020-10-25,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Meta Allegedly Used Books3, a Dataset of 191,000 Pirated Books, to Train LLaMA AI"
997,2023-02-28,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta and OpenAI Accused of Using LibGen’s Pirated Books to Train AI Models
1001,2025-03-17,alibaba,Alibaba Group Holding,BABA,1577552,FOREIGN,MED,both,crosswalk,UNSCORED,LLM Scrapers Allegedly Target Multiple Open Source Projects Disrupting the FOSS Ecosystem
1020,2025-04-11,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,Reportedly Unsafe Deployment of Llama.cpp Reveals Interactive AI-Generated CSAM Roleplay Prompts
1026,2025-04-12,deepseek-ai,,,,FOREIGN,,both,crosswalk,UNSCORED,Multiple LLMs Allegedly Endorsed Suicide as a Viable Option During Non-Adversarial Mental Health Venting Session
1040,2025-04-26,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta User-Created AI Companions Allegedly Implicated in Facilitating Sexually Themed Conversations Involving Underage Personas
1072,2025-05-14,x-(twitter),X Corp. (fmr Twitter),TWTR,1418091,DELISTED,HIGH,deployer,crosswalk,UNSCORED,Grok Chatbot Reportedly Inserted Content About South Africa and 'White Genocide' in Unrelated User Queries
1097,2025-06-12,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google AI Overview Reportedly Misstates Aircraft Manufacturer as Airbus Instead of Boeing in Air India Flight 171 Crash
1101,2025-04-29,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI App Reportedly Publishes Personal Chats Without Users Fully Realizing
1106,2025-06-13,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,"Chatbots Allegedly Reinforced Delusional Thinking in Several Reported Users, Leading to Real-World Harm"
1108,2025-06-10,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Digital Rights Groups Accuse Meta and Character.AI of Facilitating Unlicensed Therapy via Chatbots
1123,2025-06-26,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,"Reported Student Misuse of ChatGPT, StudyX, and Gemini to Obtain Answers During Vietnam's 2025 National High School Graduation Exam"
1128,2025-06-15,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Philippine Officials Reportedly Share Veo 3-Generated Video to Support Vice President Sara Duterte During Impeachment
1157,2025-07-14,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Google Gemini Reportedly Generates Sexual Role‑Play for Account Registered as Minor
1158,2025-07-17,amazon,"Amazon.com, Inc.",AMZN,1018724,LISTED,HIGH,both,crosswalk,UNSCORED,Alleged Malicious Wiping Command Found in Amazon Q AI Assistant
1159,2025-05-10,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,developer,crosswalk,UNSCORED,Government‑Backed AI4Peat Mapping Tool Allegedly Misidentifies Granite Outcrops and Quarries as Peat
1164,2024-05-06,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output
1172,2024-12-26,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI Bug in Deployed Service Reportedly Allowed Potential Access to Other Users' Prompts and Responses
1173,2025-06-23,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Gemini Reportedly Exhibits Repetitive Self-Deprecating Responses Attributed to Bug
1174,2025-02-26,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft Copilot Reportedly Able to Access Cached Data from Since-Private GitHub Repositories
1176,2025-08-01,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft's Windows Recall Allegedly Stores Passwords and Social Security Numbers in Preview Mode
1178,2025-07-21,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Google Gemini CLI Reportedly Deletes User Files After Misinterpreting Command Sequence
1179,2025-06-30,mcdonald's,McDonald's Corporation,MCD,63908,LISTED,HIGH,both,crosswalk,UNSCORED,McDonald's McHire AI Recruitment Platform Reportedly Exposed Data of 64 Million Applicants via Default Login and API Vulnerability
1180,2025-03-25,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Purported Meta AI Chatbot Persona 'Big sis Billie' Reportedly Engages in Romantic Roleplay and Provides Address, Linked to User's Fatal Fall"
1181,2025-06-28,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,"Purported AI-Generated Video Reportedly Depicts Illegal Tiger Sales in Bagerhat, Bangladesh"
1186,2025-07-31,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,"Reported Public Exposure of Over 100,000 LLM Conversations via Share Links Indexed by Search Engines and Archived"
1187,2025-08-15,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,"Google AI Overviews and ChatGPT Reportedly Cited Fraudulent Cruise Hotline, Allegedly Enabling Successful Scam"
1188,2025-06-25,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Multiple LLMs Reportedly Generated Responses Aligning with Purported CCP Censorship and Propaganda
1200,2025-08-28,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta AI on Instagram Reportedly Facilitated Suicide and Eating Disorder Roleplay with Teen Accounts
1205,2025-09-11,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,Multiple Generative AI Systems Reportedly Amplify False Information During Charlie Kirk Assassination Coverage
1210,2025-08-21,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,developer,crosswalk,UNSCORED,Malicious Nx npm Packages Reportedly Weaponize AI Coding Agents for Data Exfiltration
1211,2025-08-19,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,"Google AI Overviews Reportedly Misrepresented Pizza Specials at Stefanina's in Wentzville, Missouri"
1218,2025-07-04,microsoft,Microsoft Corporation,MSFT,789019,LISTED,HIGH,both,crosswalk,UNSCORED,Microsoft 365 Copilot Vulnerability Allegedly Allowed File Access Without Audit Log Entry
1219,2025-07-02,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,Meta Platforms Users Report Being Wrongfully Locked Out After Purported AI Moderation Flags Accounts for Child Exploitation Content
1220,2025-07-10,alibaba,Alibaba Group Holding,BABA,1577552,FOREIGN,MED,developer,crosswalk,UNSCORED,LAMEHUG Malware Reportedly Integrates Large Language Model for Real-Time Command Generation in a Purported APT28-Linked Cyberattack
1223,2025-10-01,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Purportedly AI-Generated Deepfake Ads on Facebook Reportedly Impersonate Trump, Musk, Ocasio-Cortez, Warren, Sanders, and Leavitt to Promote Fraudulent Rebates"
1224,2025-10-01,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,developer,crosswalk,UNSCORED,Purportedly AI-Generated Deepfake Ads on Instagram Impersonate Gisele Bündchen and Other Celebrities in Brazilian Fraud Scheme
1247,2025-04-28,meta,"Meta Platforms, Inc.",META,1326801,LISTED,HIGH,both,crosswalk,UNSCORED,"Meta AI Reportedly Generated Purportedly False Claims Linking Activist Robby Starbuck to January 6th Riot, Prompting Defamation Lawsuit"
1248,2025-10-22,google,Alphabet Inc.,GOOGL,1652044,LISTED,HIGH,both,crosswalk,UNSCORED,"Google's Bard, Gemini, and Gemma AI Systems Allegedly Generated Defamatory Claims About Activist Robby Starbuck, Prompting Lawsuit"
