incident_id,incident_date,issuer,aiid_role,attribution_basis,confidence,rationale,n_candidate_issuers,disclosure_code,severity,title
640,2023-12-11,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Waymo Software Flaw Reportedly Leads to Double Collision with Tow Truck
645,2024-02-21,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,Seeming Pattern of Gemini Bias and Sociotechnical Training Failures Harm Google's Reputation
646,2024-02-22,Snap Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,Snapchat's Algorithm Alleged to Link Minor with Sex Offenders
647,2024-02-06,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,A Self-Driving Waymo Robotaxi Reportedly Collided with a Bicyclist
654,2024-03-06,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,Microsoft Copilot Designer Reportedly Generated Inappropriate AI Images
655,2024-01-11,"Meta Platforms, Inc.",both,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_moderate,Scams Reportedly Impersonating Wealthy Investors Proliferating on Facebook
674,2024-03-14,Alphabet Inc.,developer,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_limited,Manipulated Media via AI Disinformation and Deepfakes in 2024 Elections Erode Trust Across More Than 50 Countries
684,2024-04-04,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google Books Appears to Be Indexing Works Written by AI
686,2024-04-03,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta AI Image Generator Reportedly Fails to Accurately Represent Interracial Relationships
693,2024-05-14,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google AI Reportedly Delivering Confidently Incorrect and Harmful Information
696,2024-02-14,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta's AI Ad Platform Reportedly Causes Overspending and Poor Performance
700,2024-05-20,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta's AI Chatbots Are Reportedly Entering Online Support Communities Uninvited
707,2024-06-13,"Tesla, Inc.",developer,developer,medium,AIID arrays: role=developer,1,T3,sev_severe,"Tesla Reportedly in Autopilot Mode Hits Parked Police Vehicle in Fullerton, California"
710,2024-04-15,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Facebook AI Reportedly Mislabels Auschwitz Photos as 'Bullying' and 'Nudity'
711,2024-04-26,"Tesla, Inc.",both,both,medium,AIID arrays: role=both,1,T2,sev_severe,NHTSA Opens New Probe into Tesla’s Autopilot Following More than a Dozen Fatal Accidents
712,2024-04-26,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta AI Hallucinates Harassment Allegations Against New York Politicians
714,2024-03-29,Microsoft Corporation,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Microsoft-Powered New York City Chatbot Advises Illegal Practices
718,2024-04-06,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,2,T3,sev_limited,"OpenAI, Google, and Meta Alleged to Have Overstepped Legal Boundaries for Training AI"
723,2024-05-13,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Instagram Algorithms Reportedly Directed Children's Merchandise Ad Campaign to Adult Men and Sex Offenders
726,2023-10-02,General Motors Company,both,both,medium,AIID arrays: role=both,1,T1,sev_limited,A Self-Driving Cruise Robot Taxi Reportedly Struck and Dragged a Pedestrian 20 Feet
731,2023-12-01,"Meta Platforms, Inc.",developer,developer,medium,AIID arrays: role=developer,3,T3,sev_limited,Purportedly Hallucinated Software Packages with Potential Malware Reportedly Downloaded Thousands of Times by Developers
733,2024-06-09,General Motors Company,deployer,deployer-operator,medium,AIID arrays: role=deployer,1,T2,sev_moderate,Auto Insurers Allegedly Are Surreptitiously Collecting and Scoring Driver Data
734,2024-06-18,Microsoft Corporation,both,mentioned-only,low,comparative study or audit naming 3 listed vendors; no single deployment event attributable to this issuer,3,T3,sev_limited,Leading AI Models Reportedly Found to Mimic Russian Disinformation in 33% of Cases and to Cite Fake Moscow News Sites
743,2024-07-16,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,Gemini AI Allegedly Reads Google Drive Files Without Explicit User Consent
744,2024-06-25,Microsoft Corporation,developer,developer,medium,AIID arrays: role=developer,2,T3,sev_limited,"AI Work Assistants Require More Effort Than Expected, CIOs Say"
748,2024-06-19,"PayPal Holdings, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Erroneous Declined Transaction Notification by PayPal AI Assistant
750,2024-07-22,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,2,T3,sev_limited,AI Chatbots Reportedly Inaccurately Conveyed Real-Time Political News
758,2023-09-11,"Meta Platforms, Inc.",deployer,deployer-operator,medium,AIID arrays: role=deployer,1,T3,sev_severe,Teen's Overdose Reportedly Linked to Meta's AI Systems Failing to Block Ads for Illegal Drugs
770,2024-08-16,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Microsoft Copilot Falsely Accuses Journalist Martin Bernklau of Crimes
773,2024-08-20,Microsoft Corporation,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Chatbot in Workplace Training at Bunbury Prison Reveals Real Names in Sexual Harassment Case
778,2024-09-04,"Amazon.com, Inc.",developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Amazon's Alexa Reportedly Shows Political Preference Error in Trump-Harris Presidential Race Queries
788,2024-06-20,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Instagram's Algorithm Reportedly Recommended Sexual Content to Teenagers' Accounts
789,2024-06-12,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Independent News Sites Flagged as Spam by Facebook's AI Moderation System
791,2024-09-09,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google AI Error Prompts Parents to Use Fecal Matter in Child Training Exercise
794,2024-08-13,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Reported Glitch in Waymo Self-Driving Cars Purportedly Triggers Regular All-Night Honking in San Francisco
796,2024-06-01,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Facebook's Content Moderation System Flagged and Removed Emergency Updates as Spam During Wildfires
803,2024-05-14,"Meta Platforms, Inc.",both,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_limited,"Facebook's Algorithm Reportedly Amplifies AI-Generated Content, Fueling Misleading Posts"
838,2024-04-25,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,Microsoft Copilot Allegedly Provides Unsafe Medical Advice with High Risk of Severe Harm
845,2024-11-13,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Google's Gemini Allegedly Generates Threatening Response in Routine Query
846,2021-10-06,"Meta Platforms, Inc.",developer,developer,medium,AIID arrays: role=developer,2,T3,sev_limited,Social Media Algorithms Amplified Disinformation Campaign in Honduras Election
853,2024-02-03,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Two Passengers Report Feeling Trapped in Waymo Car During Sensor Obstruction
854,2024-09-30,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Waymo Driverless Taxi Allegedly Stalled During Pedestrian Harassment Incident in San Francisco
857,2024-11-25,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Navigation App Allegedly Directs Car Over Damaged Bridge in Uttar Pradesh, Resulting in Three Deaths"
859,2024-10-30,Alphabet Inc.,both,mentioned-only,low,comparative study or audit naming 2 listed vendors; no single deployment event attributable to this issuer,2,T3,sev_limited,AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish
861,2024-12-13,Apple Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,Apple Intelligence Reportedly Notified Users That Luigi Mangione Shot Himself and Benjamin Netanyahu Had Been Arrested
873,2024-12-10,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,YouTube Algorithms Allegedly Amplify Eating Disorder Content to Adolescent Girls
881,2024-12-27,Serve Robotics Inc.,both,mentioned-only,high,"the harm-producing system was Waymo's robotaxi (Alphabet); the Serve Robotics delivery bot was the object struck, so Serve is the harmed party rather than the developer or operator of the system that produced the harm",2,T3,sev_limited,Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles
885,2025-01-03,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust"
889,2025-01-07,"Tesla, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Tesla's 'Actually Smart Summon' Feature Reportedly Linked to Multiple Parking Lot Collisions
892,2024-08-05,Apple Inc.,both,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_limited,Apple Intelligence Allegedly Flags Scam Messages as High Priority
934,2025-02-10,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,NHK Terminates AI Translation Service After Geopolitical Naming Error
939,2025-02-21,"Meta Platforms, Inc.",developer,developer,medium,AIID arrays: role=developer,1,T3,sev_moderate,AI-Powered Chinese Surveillance Campaign 'Peer Review' Used for Real-Time Monitoring of Anti-State Speech on Western Soc
940,2025-02-17,"Tesla, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Tesla Cybertruck Operating in Full Self-Driving Mode Reportedly Crashes into Pole in Nevada After Failing to Merge
952,2025-02-25,Apple Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Apple’s Voice Dictation Reportedly Substitutes ‘Trump’ for ‘Racist’ Due to Speech Recognition Bug
956,2025-02-28,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Alleged Inclusion of 12,000 Live API Keys in LLM Training Data Reportedly Poses Security Risks"
957,2025-02-28,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Alleged Instagram Algorithm Malfunction Floods Users' Reels Feeds with Violent and Graphic Content
963,2025-03-05,Alphabet Inc.,both,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_moderate,Google Reports Alleged Gemini-Generated Terrorism and Child Exploitation to Australian eSafety Commission
967,2025-03-06,Alphabet Inc.,both,both,medium,AIID arrays: role=both,2,T3,sev_limited,Amazon and Google AI Allegedly Promote Mein Kampf as 'a True Work of Art' in Search Results
968,2022-02-24,Microsoft Corporation,developer,mentioned-only,low,comparative study or audit naming 3 listed vendors; no single deployment event attributable to this issuer,3,T4,sev_limited,"'Pravda' Network, Successor to 'Portal Kombat,' Allegedly Seeding AI Models with Kremlin Disinformation"
975,2025-03-05,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,"At Least 10,000 AI Chatbots, Including Jailbroken Models, Allegedly Promote Eating Disorders, Self-Harm, and Sexualized "
981,2025-03-05,Apple Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Woman’s Voicemail
993,2025-03-12,Apple Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Sydney Students Allegedly Forced to Retake NAPLAN After AI Predictive Text Error
995,2023-12-27,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,The New York Times Reportedly Sues OpenAI and Microsoft Over Alleged Unauthorized AI Training on Its Content
996,2020-10-25,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T4,sev_limited,"Meta Allegedly Used Books3, a Dataset of 191,000 Pirated Books, to Train LLaMA AI"
997,2023-02-28,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T1,sev_limited,Meta and OpenAI Accused of Using LibGen’s Pirated Books to Train AI Models
1020,2025-04-11,"Meta Platforms, Inc.",developer,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_moderate,Reportedly Unsafe Deployment of Llama.cpp Reveals Interactive AI-Generated CSAM Roleplay Prompts
1040,2025-04-26,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta User-Created AI Companions Allegedly Implicated in Facilitating Sexually Themed Conversations Involving Underage Pe
1097,2025-06-12,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,Google AI Overview Reportedly Misstates Aircraft Manufacturer as Airbus Instead of Boeing in Air India Flight 171 Crash
1101,2025-04-29,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta AI App Reportedly Publishes Personal Chats Without Users Fully Realizing
1106,2025-06-13,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,"Chatbots Allegedly Reinforced Delusional Thinking in Several Reported Users, Leading to Real-World Harm"
1108,2025-06-10,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Digital Rights Groups Accuse Meta and Character.AI of Facilitating Unlicensed Therapy via Chatbots
1123,2025-06-26,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,"Reported Student Misuse of ChatGPT, StudyX, and Gemini to Obtain Answers During Vietnam's 2025 National High School Grad"
1128,2025-06-15,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Philippine Officials Reportedly Share Veo 3-Generated Video to Support Vice President Sara Duterte During Impeachment
1157,2025-07-14,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_moderate,Google Gemini Reportedly Generates Sexual Role‑Play for Account Registered as Minor
1158,2025-07-17,"Amazon.com, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Alleged Malicious Wiping Command Found in Amazon Q AI Assistant
1159,2025-05-10,Microsoft Corporation,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Government‑Backed AI4Peat Mapping Tool Allegedly Misidentifies Granite Outcrops and Quarries as Peat
1164,2024-05-06,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output
1172,2024-12-26,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta AI Bug in Deployed Service Reportedly Allowed Potential Access to Other Users' Prompts and Responses
1173,2025-06-23,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google Gemini Reportedly Exhibits Repetitive Self-Deprecating Responses Attributed to Bug
1174,2025-02-26,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Microsoft Copilot Reportedly Able to Access Cached Data from Since-Private GitHub Repositories
1176,2025-08-01,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Microsoft's Windows Recall Allegedly Stores Passwords and Social Security Numbers in Preview Mode
1178,2025-07-21,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google Gemini CLI Reportedly Deletes User Files After Misinterpreting Command Sequence
1179,2025-06-30,McDonald's Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,McDonald's McHire AI Recruitment Platform Reportedly Exposed Data of 64 Million Applicants via Default Login and API Vul
1180,2025-03-25,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_severe,"Purported Meta AI Chatbot Persona 'Big sis Billie' Reportedly Engages in Romantic Roleplay and Provides Address, Linked "
1181,2025-06-28,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,"Purported AI-Generated Video Reportedly Depicts Illegal Tiger Sales in Bagerhat, Bangladesh"
1186,2025-07-31,Microsoft Corporation,both,both,medium,AIID arrays: role=both,2,T3,sev_limited,"Reported Public Exposure of Over 100,000 LLM Conversations via Share Links Indexed by Search Engines and Archived"
1187,2025-08-15,Alphabet Inc.,developer,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_limited,"Google AI Overviews and ChatGPT Reportedly Cited Fraudulent Cruise Hotline, Allegedly Enabling Successful Scam"
1188,2025-06-25,Microsoft Corporation,both,both,medium,AIID arrays: role=both,3,T3,sev_limited,Multiple LLMs Reportedly Generated Responses Aligning with Purported CCP Censorship and Propaganda
1200,2025-08-28,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_severe,Meta AI on Instagram Reportedly Facilitated Suicide and Eating Disorder Roleplay with Teen Accounts
1205,2025-09-11,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Multiple Generative AI Systems Reportedly Amplify False Information During Charlie Kirk Assassination Coverage
1210,2025-08-21,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,2,T3,sev_limited,Malicious Nx npm Packages Reportedly Weaponize AI Coding Agents for Data Exfiltration
1211,2025-08-19,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Google AI Overviews Reportedly Misrepresented Pizza Specials at Stefanina's in Wentzville, Missouri"
1218,2025-07-04,Microsoft Corporation,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Microsoft 365 Copilot Vulnerability Allegedly Allowed File Access Without Audit Log Entry
1219,2025-07-02,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta Platforms Users Report Being Wrongfully Locked Out After Purported AI Moderation Flags Accounts for Child Exploitat
1223,2025-10-01,"Meta Platforms, Inc.",both,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_moderate,"Purportedly AI-Generated Deepfake Ads on Facebook Reportedly Impersonate Trump, Musk, Ocasio-Cortez, Warren, Sanders, an"
1224,2025-10-01,"Meta Platforms, Inc.",developer,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_moderate,Purportedly AI-Generated Deepfake Ads on Instagram Impersonate Gisele Bündchen and Other Celebrities in Brazilian Fraud 
1247,2025-04-28,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,"Meta AI Reportedly Generated Purportedly False Claims Linking Activist Robby Starbuck to January 6th Riot, Prompting Def"
1248,2025-10-22,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,"Google's Bard, Gemini, and Gemma AI Systems Allegedly Generated Defamatory Claims About Activist Robby Starbuck, Prompti"
1251,2025-10-15,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Purportedly AI-Generated Hunting Regulation Errors Reportedly Lead to Idaho Citation and Multi-State Warnings from Wildl
1268,2025-11-06,"Meta Platforms, Inc.",both,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_limited,Meta's Automated Ad and Targeting Systems Reportedly Enabled Large-Scale Fraud Revenue
1269,2025-10-27,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,Waymo Autonomous Vehicle Reportedly Ran Over and Killed a Cat in San Francisco
1277,2025-11-21,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_severe,"Alleged Harmful Outputs and Data Exposure in Children's AI Products by FoloToy, Miko, and Character.AI"
1279,2025-11-18,Microsoft Corporation,both,mentioned-only,low,comparative study or audit naming 3 listed vendors; no single deployment event attributable to this issuer,3,T3,sev_limited,Prominent AI Chatbots Allegedly Produced Incorrect UK Financial and ISA Guidance
1300,2025-12-04,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Waymo Self-Driving Vehicles Reportedly Passed Stopped School Buses at Least 19 Times, Prompting NHTSA Probe"
1302,2025-12-11,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Reported Viral AI-Generated Photo Purportedly Shows Donald Trump Using a Walker
1316,2025-12-19,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Google AI-Generated Search Summary Reportedly Falsely Implicated Canadian Musician in Sexual Offenses, Leading to Concer"
1326,2025-12-20,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Waymo Robotaxis Allegedly Contributed to Traffic Gridlock During San Francisco PG&E Power Outage
1333,2026-01-03,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Purportedly AI-Generated Images and Videos Reportedly Spread Misinformation About Nicolás Maduro's Capture on X
1337,2025-12-08,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Waymo Robotaxi Reportedly Transported Undetected Person Trapped in Trunk in Los Angeles
1358,2026-01-24,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_severe,Purportedly AI-Altered Images Reportedly Distort Evidence After Minneapolis Shooting of ICU Nurse Alex Pretti
1361,2026-01-23,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_moderate,"Waymo Autonomous Vehicle Reportedly Struck Child Near Elementary School in Santa Monica, California"
1369,2026-02-07,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Purportedly AI-Generated Image Reportedly Circulated Ahead of Thai Election Depicting PM Anutin Charnvirakul Dining with
1376,2026-02-15,"Amazon.com, Inc.",deployer,deployer-operator,medium,AIID arrays: role=deployer,1,T4,sev_limited,Amazon Delivery Van Reportedly Became Stranded on Essex Mudflats After GPS Routed It Onto the Broomway
1386,2026-01-23,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"NPR Host David Greene Alleged Google's NotebookLM Replicated His Voice Without Consent, Prompting Lawsuit"
1393,2026-02-12,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Woolworths' Olive Chatbot Reportedly Generated 'Angry Mother' Anecdotes During Support Calls After Gemini Upgrade
1400,2025-10-24,Microsoft Corporation,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,West Midlands Police Reportedly Relied on Erroneous Copilot-Generated Intelligence in Maccabi Tel Aviv Away-Fan Ban Deci
1401,2026-02-27,"Amazon.com, Inc.",both,both,medium,AIID arrays: role=both,1,T4,sev_limited,Washington State DOL's AI Phone System Reportedly Failed to Provide Spanish-Language Service to Callers Requesting Spani
1414,2026-03-05,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Purported Gemini-Generated AI Images Reportedly Claimed U.S. Delta Force Soldiers Were Captured by the IRGC
1418,2026-02-27,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta AI Smart Glasses Reportedly Exposed Intimate User Imagery and Video to Human Reviewers in Kenya
1431,2025-09-29,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,"Google Gemini Reportedly Reinforced Delusions,  Allegedly Contributing to Florida User's Near-Harm Episode and Suicide"
1433,2025-11-27,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google Antigravity Reportedly Deleted User's Entire D: Drive While Clearing Project Cache
1436,2022-06-23,Integra LifeSciences Holdings,developer,developer,medium,AIID arrays: role=developer,2,T4,sev_limited,AI-Enabled TruDi Navigation System Was Alleged to Have Contributed to Patient's Stroke During June 2022 Sinus Procedure
1471,2026-03-18,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta Internal AI Agent Reportedly Gave Advice That Allegedly Exposed Sensitive Data to Unauthorized Employees
1492,2026-02-28,Palantir Technologies Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Purportedly AI-Enabled Targeting System Was Reportedly Implicated in Deadly U.S. Strike on Iranian Primary School
1493,2026-03-17,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Gemini and Grok Reportedly Misidentified Authentic Minab School-Strike Graveyard Photo as Unrelated Disaster Imagery
1507,2026-05-30,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_moderate,COEMPT Quality Assurance Engineers Allegedly Violated Indian CBSE Student Data Privacy Rights by Processing It with Goog
1510,2026-05-31,"Meta Platforms, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Meta AI Support Bot Reportedly Enabled Takeovers of High-Profile Instagram Accounts
1512,2026-05-31,Microsoft Corporation,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,The Sydney Morning Herald and The Age Removed an Opinion Article After Undisclosed Copilot Use
1523,2026-05-14,"Meta Platforms, Inc.",developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Reported AI-Generated Videos Placed Kosovo Parliamentary Candidates in Purportedly Fabricated Campaign Scenes
1528,2023-05-19,Integra LifeSciences Holdings,developer,developer,medium,AIID arrays: role=developer,2,T4,sev_limited,AI-Enabled TruDi Navigation System Was Alleged to Have Contributed to Patient's Stroke During May 2023 Sinuplasty
1534,2026-05-01,Alphabet Inc.,developer,platform-venue,medium,third-party-generated content or third-party misuse distributed through the issuer's platform; the harm-producing system was not the issuer's own deployment decision,1,T3,sev_limited,Google Alleged Outsider Enterprise Used Gemini to Create Phishing Sites for Text-Message Scams
1537,2025-02-16,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_severe,Two Waymo Robotaxis Allegedly Contributed to Bike-Lane Collision That Injured San Francisco Cyclist
1539,2025-08-26,"Amazon.com, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Zoox Robotaxi Crossed Into Opposing Lane and Stopped Near Oncoming Traffic
1540,2026-01-17,"Amazon.com, Inc.",both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Zoox Robotaxi Reportedly Collided with Open Car Door, Allegedly Injuring San Francisco Street Ambassador"
1541,2026-01-07,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,"Waymo Robotaxi Reportedly Entered Phoenix Light-Rail Tracks, Prompting Passenger to Exit"
1543,2026-03-01,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Waymo Robotaxi Reportedly Obstructed Ambulance Responding to Austin Mass Shooting
1544,2026-04-20,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Waymo Robotaxi Reportedly Entered Flooded San Antonio Roadway and Was Swept Into Waterway
1546,2023-02-03,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Google Android Earthquake Alerts System Reportedly Underestimated Kahramanmaraş Earthquake and Failed to Send Urgent War
1547,2026-04-11,Alphabet Inc.,both,both,medium,AIID arrays: role=both,1,T3,sev_limited,Waymo Robotaxis Reportedly Entered Closed Freeway Construction Zones in Arizona and California
1552,2026-06-19,"Tesla, Inc.",developer,developer,medium,AIID arrays: role=developer,1,T3,sev_severe,Tesla Driver Reportedly Said Driver-Assistance Mode Was Engaged During Fatal Texas Home Crash
1557,2025-01-17,Alphabet Inc.,developer,developer,medium,AIID arrays: role=developer,1,T3,sev_limited,Former New York City Council Candidate Jonathan Rinaldi Allegedly Used AI to Create False Endorsements and Fabricated Ne
