incident_id,issuer,incident_date,severity,role,incident_app_families,incident_harm_families,filing_app_families,filing_harm_families,app_family_matched,harm_family_matched,t3_split,confidence,evidence_chars,supporting_fragment,title
354,"Uber Technologies, Inc.",2020-06-20,sev_severe,both,,,,privacy-surveillance,,,T3b,low,671,"Uber CIK 1543151 confirmed. In-window annual: FY2020 10-K filed 2021-03-01 (acc 0001543151-21-000014, uber-20201231.htm). 'artificial intelligence' is present in Uber 10-Ks from FY",Uber Allegedly Violated GDPR by Failing to Provide Sufficient Notice on Automated Profiling for Drivers
353,"Tesla, Inc.",2019-03-01,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,237,Duplicate/companion of the same 2019-03 Florida Model 3 tractor-trailer Autopilot fatality. Window includes FY2019 10-K (0001564590-20-004475) Autopilot death/injury risk language.,"Tesla on Autopilot Crashed into Trailer Truck in Florida, Killing Driver"
362,"Meta Platforms, Inc.",2021-07-20,sev_limited,both,content-moderation,,content-moderation,misinformation-content|service-quality,content-moderation,,T3b,medium,224,FY2020 10-K (in-window; incident 2021-07-20) and FY2021 10-K carry reliance-on-AI content-review and objectionable-content risk language. Automated-moderation false-positive captur,Facebook's Automated Moderation Flagged Gardening Group's Language Use by Mistake
359,"Meta Platforms, Inc.",2021-05-23,sev_limited,both,content-moderation,service-quality,content-moderation,service-quality,content-moderation,service-quality,T3a,high,286,FY2020 10-K (in-window; incident 2021-05-23) carries reliance-on-AI content-moderation and objectionable-content risk language; FY2021 10-K continues the same family language. Auto,"Facebook, Instagram, and Twitter Cited Errors in Automated Systems as Cause for Blocking pro-Palestinian Content on Isra"
372,Alphabet Inc.,2022-07-22,sev_limited,both,,,vision-biometric,misinformation-content,,,T3b,low,436,"Window 2022-07-22 to 2023-07-22. In-window FY2022 10-K (goog-20221231.htm, filed 2023-02-03) carries AI/ML technological-challenge risk language plus generic product-security/defec",Users Reported Security Issues with Google Pixel 6a's Fingerprint Unlocking
386,"Amazon.com, Inc.",2019-07-03,sev_limited,both,,misinformation-content|privacy-surveillance,,privacy-surveillance,,privacy-surveillance,T3b,medium,427,"Window 2019-07-03 to 2020-07-03. In-window FY2019 10-K (0001018724-20-000004, filed 2020-01-31) carries generic AI/ML risk-factor language ('artificial intelligence' and 'machine l","Amazon’s ""Time Off Task"" System Made False Assumptions about Workers' Time Management"
389,General Motors Company,2022-04-05,sev_limited,both,autonomous-vehicle,,,,,,T3b,low,168,"GM FY2022 10-K (0001467858-23-000029, 2023-01-31) AV risk factor present. efts 'fire hose' = 0 hits (2022-2024); only generic autonomous-driving risk language of the same family in",Cruise Autonomous Car Blocked Fire Truck Responding to Emergency
398,"Tesla, Inc.",2022-08-15,sev_limited,both,autonomous-vehicle|vision-biometric,service-quality,autonomous-vehicle,,autonomous-vehicle,,T3b,medium,203,Window (2022-08 to 2023-08) includes FY2022 10-K (2023-01) with Autopilot vision-perception reliability risk language. same-family Autopilot reliability risk language = T3.,Tesla Autopilot Misidentified On-Road Horse-Drawn Carriage
399,"Meta Platforms, Inc.",2022-11-15,sev_limited,both,,,generative-llm,,,,T3b,low,283,FY2022 generative-AI risk language and FY2023 AI 'accuracy'/'harmful ... content' language cover the family. Only a shareholder proponent referenced Galactica; Same-family generati,Meta AI's Scientific Paper Generator Reportedly Produced Inaccurate and Harmful Content
401,Alphabet Inc.,2021-06-03,sev_limited,both,,,,,,,T3b,low,312,"Window 2021-06-03 to 2022-06-03. In-window FY2021 10-K (0001652044-22-000019, filed 2022-02-02) carries the AI/ML ethical/brand risk factor. Google's knowledge-graph 'ugliest langu","Kannada Insulted by Google's Featured Answer as ""Ugliest Language in India"""
360,McDonald's Corporation,2021-10-15,sev_moderate,deployer,generative-llm|robotics-automation|vision-biometric,privacy-surveillance,,privacy-surveillance,,privacy-surveillance,T3b,medium,385,In-window annual: FY2021 10-K filed 2022-02-24 (acc 0000063908-22-000011). 'privacy' risk-factor language is present in every McDonald's 10-K FY2020-FY2025 (efts q=privacy&forms=10,"McDonald's AI Drive-Thru Allegedly Collected Biometric Customer Data without Consent, Violating BIPA"
414,"Meta Platforms, Inc.",2020-01-18,sev_moderate,both,speech-nlp,,content-moderation,,,,T3b,low,332,"FY2019 10-K (in-window) and FY2020 10-K carry reliance-on-AI and objectionable-content risk language (FY2020: reliance on 'artificial intelligence to perform tasks', 'illicit or ob",Facebook Gave Vulgar English Translation of Chinese President's Name
415,"Meta Platforms, Inc.",2020-07-28,sev_limited,both,speech-nlp,,content-moderation|speech-nlp,service-quality,speech-nlp,,T3b,medium,203,FY2020 10-K carries reliance-on-AI and objectionable-content risk language. Automated-translation error captured only by family-level reliance-on-AI / objectionable-content risk la,Facebook Provided Offensive Translation for King of Thailand's Birthday Ceremony
416,"Meta Platforms, Inc.",2022-12-01,sev_limited,both,ads-targeting,discrimination-bias,,discrimination-bias,,discrimination-bias,T3b,medium,299,"FY2023/FY2024 10-Ks list AI 'bias, discrimination' as a risk. Same-family algorithmic-discrimination risk language present;",Facebook's Job Ad Algorithm Allegedly Biased against Older and Female Workers
417,"Meta Platforms, Inc.",2019-11-15,sev_limited,both,recommender-ranking,physical-safety,recommender-ranking,misinformation-content,recommender-ranking,,T3b,medium,344,FY2019 10-K (0001326801-20-000013) and FY2020 10-K carry News Feed ranking-algorithm and objectionable/harmful-content risk language ('News Feed ranking algorithm'; 'misinformation,Facebook Feed Algorithms Exposed Low Digitally Skilled Users to More Disturbing Content
419,"Meta Platforms, Inc.",2022-12-01,sev_limited,both,content-moderation,service-quality,content-moderation,,content-moderation,,T3b,medium,286,FY2022 10-K objectionable-content / moderation-failure risk language; FY2023 lists 'harmful or illegal content ... (including related to elections)'. Same-family automated-moderati,Facebook's Automated Moderation Allowed Ads Threatening Election Workers to be Posted
427,General Motors Company,2022-03-15,sev_limited,both,,,,,,,T3b,low,326,"In-window annual report is GM FY2022 10-K (0001467858-23-000029, 2023-01-31), which carries the AV accident/liability/government-scrutiny risk factor. only generic autonomous-drivi",Cruise Taxis' Sudden Braking Allegedly Put People at Risk
434,"Tesla, Inc.",2022-11-24,sev_moderate,both,autonomous-vehicle,harmful-content-minors|physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,243,Window (2022-11 to 2023-11) includes FY2022 10-K (2023-01) with FSD crash/product-liability risk language and the general DOJ Autopilot/FSD probe disclosure. only generic same-fami,Sudden Braking by Tesla Allegedly on Self-Driving Mode Caused Multi-Car Pileup in Tunnel
436,"Tesla, Inc.",2022-12-28,sev_limited,both,autonomous-vehicle,,autonomous-vehicle,physical-safety,autonomous-vehicle,,T3b,medium,206,Window (2022-12 to 2023-12) includes FY2022 10-K (2023-01) with Autopilot crash/misuse risk language and 2023 10-Qs. generic same-family Autopilot/misuse risk language only = T3.,Tesla Driver Put Car on Autopilot Before Falling Asleep in Germany
446,"SoundThinking, Inc.",2023-01-01,sev_limited,developer,,service-quality,,,,,T3b,low,412,"In-window annual: FY2022 10-K filed 2023-03-14 (acc 0000950170-23-007845, ssti-20221231.htm). efts q=Durham&ciks=0001351636 returns ZERO hits across all filings, so the Durham New ",ShotSpotter Failed to Alert Authorities of Mass Shooting in North Carolina
447,"Meta Platforms, Inc.",2022-12-19,sev_limited,both,speech-nlp,,content-moderation|speech-nlp,service-quality,speech-nlp,,T3b,medium,247,FY2022/FY2023 10-K AI 'accuracy' and objectionable-content risk language covers machine-translation errors producing embarrassing/objectionable output. Same-family AI-accuracy/obje,"Footballer's ""X-Rated"" Comment Created by Instagram's Mistranslation"
459,General Motors Company,2023-01-21,sev_limited,both,,,,,,,T3b,low,302,"Incident date 2023-01-21; the in-window annual report is GM FY2022 10-K (0001467858-23-000029, filed 2023-01-31, 10 days later), which carries AV accident/regulatory risk language ",Firefighters Smashed Cruise AV's Front Window to Stop It from Running over Fire Hoses
460,General Motors Company,2022-06-12,sev_limited,both,,physical-safety,,,,,T3b,low,187,"GM FY2022 10-K (0001467858-23-000029, 2023-01-31) AV risk factor present. efts 'fire hose' = 0 hits across 2022-2024 GM filings; only generic autonomous-driving risk language of th",Cruise AV Ran Over Fire Hose in Active Fire Scene
465,Alphabet Inc.,2022-03-03,sev_limited,both,,ip-copyright,,ip-copyright|privacy-surveillance,,ip-copyright,T3b,medium,391,"Window 2022-03-03 to 2023-03-03. In-window FY2021 10-K (2022-02-02) and FY2022 10-K (goog-20221231.htm, filed 2023-02-03) carry AI/ML ethical/technological risk language. LAION-5B ",Private Medical Photos Were Reportedly Found in LAION-5B AI Training Dataset
467,Alphabet Inc.,2023-02-07,sev_limited,both,generative-llm,misinformation-content,generative-llm,service-quality,generative-llm,,T3b,medium,559,"Window 2023-02-07 to 2024-02-07. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries explicit generative-AI risk language: 'Our evolving AI-related efforts may give",Google's Bard Shared Factually Inaccurate Info in Promo Video
468,Microsoft Corporation,2023-02-07,sev_limited,both,generative-llm,misinformation-content,,discrimination-bias,,,T3b,low,363,"Window 2023-02-07..2024-02-07 includes FY2023 10-K (0000950170-23-035122, 2023-07-27), which carries AI-harm-family risk language (full-text confirms 'responsible AI', 'AI systems'",ChatGPT-Powered Bing Reportedly Had Problems with Factual Accuracy on Some Controversial Topics
470,Microsoft Corporation,2023-02-08,sev_limited,both,generative-llm,misinformation-content,,discrimination-bias|misinformation-content,,misinformation-content,T3b,medium,273,"Window 2023-02-08..2024-02-08 includes FY2023 10-K (0000950170-23-035122) with AI-harm risk language ('AI systems', 'biased', 'reputational harm', 'responsible AI'). Bing Chat citi",Bing Chat Response Cited ChatGPT Disinformation Example
471,"Meta Platforms, Inc.",2019-06-22,sev_limited,both,,discrimination-bias|service-quality,content-moderation,misinformation-content,,,T3b,low,505,"FY2019 10-K (0001326801-20-000013) and FY2020 10-K (0001326801-21-000014, fb-20201231.htm) carry harmful/objectionable-content and reliance-on-automated-systems risk language ('spr",Facebook Allegedly Failed to Police Hate Speech Content That Contributed to Ethnic Violence in Ethiopia
473,Microsoft Corporation,2023-02-08,sev_limited,both,generative-llm,,,,,,T3b,low,240,Window 2023-02-08..2024-02-08 includes FY2023 10-K (0000950170-23-035122) carrying AI-harm/security risk language. Prompt-injection revealing Bing Chat's initial prompt maps to the,Bing Chat's Initial Prompts Revealed by Early Testers Through Prompt Injection
475,McDonald's Corporation,2021-06-02,sev_limited,deployer,robotics-automation,service-quality,,,,,T3b,low,658,"McDonald's CIK 63908 confirmed. In-window annual: FY2021 10-K filed 2022-02-24 (acc 0000063908-22-000011, mcd-20211231.htm). efts confirms a recurring 'technology initiatives' risk",McDonald's Reportedly Ends IBM Partnership After AI Drive-Thru Ordering Errors at U.S. Locations
477,Microsoft Corporation,2023-02-14,sev_limited,both,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,238,Window 2023-02-14..2024-02-14 includes FY2023 10-K (0000950170-23-035122) carrying AI flawed/inaccurate-output and reputational-harm risk language. Bing Chat hallucination / emotio,Bing Chat Tentatively Hallucinated in Extended Conversations with Users
489,"Workday, Inc.",2019-06-03,sev_moderate,both,,discrimination-bias,,privacy-surveillance,,,T3b,low,548,"Workday (CIK 0001327811). FY2020 10-K (0001327811-20-000022, 2020-03-03) carries same-family AI/ML risk language: '...machine learning and artificial intelligence present emerging ",Workday's AI Tools Allegedly Enabled Employers to Discriminate against Applicants of Protected Groups
503,Microsoft Corporation,2023-02-14,sev_severe,both,,physical-safety,,,,,T3b,low,216,Window 2023-02-14..2024-02-14 includes FY2023 10-K (0000950170-23-035122) with AI-harm/reputational risk language. Bing AI 'threats' / hostile persona is within the harmful-output/,Bing AI Search Tool Reportedly Declared Threats against Users
504,Microsoft Corporation,2023-02-08,sev_limited,both,,misinformation-content,,misinformation-content,,misinformation-content,T3b,medium,204,Window 2023-02-08..2024-02-08 includes FY2023 10-K (0000950170-23-035122) with AI flawed/inaccurate-output risk language. Bing Chat demo containing false figures/features is within,Bing Chat's Outputs Featured in Demo Video Allegedly Contained False Information
511,Microsoft Corporation,2023-02-12,sev_limited,both,recommender-ranking,service-quality,,,,,T3b,low,201,Window 2023-02-12..2024-02-12 includes FY2023 10-K (0000950170-23-035122) with AI-harm/inaccurate-output risk language. Bing's showtime/date-confusion erratic behavior is within th,Microsoft's Bing Failed to Fetch Movie Showtimes Results Due to Date Confusion
522,"Meta Platforms, Inc.",2019-07-10,sev_limited,both,ads-targeting,,ads-targeting|recommender-ranking,,ads-targeting,,T3b,medium,343,FY2019 10-K (fb-12312019x10k.htm) Item 1A carries News Feed ranking-algorithm risk language ('we update our News Feed ranking algorithm to optimize the user experience') and advert,"Facebook Political Ad Delivery Algorithms Inferred Users' Political Alignment, Inhibiting Political Campaigns' Reach"
525,"Tesla, Inc.",2019-07-06,sev_severe,developer,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,256,"Window (2019-07 to 2020-07) includes FY2019 10-K (0001564590-20-004475) plus 2019-2020 10-Qs, all carrying Autopilot/FSD crash and product-liability risk language. only generic sam",Tesla Vehicle Running on Self-Driving Mode Crashes on City Streets
528,"Amazon.com, Inc.",2023-04-08,sev_limited,both,predictive-scoring,,predictive-scoring,,predictive-scoring,,T3b,medium,213,"Window 2023-04-08 to 2024-04-08. In-window FY2023 10-K (0001018724-24-000008, filed 2024-02-02) carries generic AI/ML risk language. Pricing-algorithm harm covered by generic AI/al",Amazon Algorithmic Pricing Allegedly Hiked up Price of Reference Book to Millions
533,"Tesla, Inc.",2021-06-02,sev_limited,both,autonomous-vehicle,service-quality,autonomous-vehicle,,autonomous-vehicle,,T3b,medium,235,Window (2021-06 to 2022-06) includes FY2021 10-K (2022-02) with Autopilot/FSD vision-perception reliability risk language. same-family FSD reliability risk language = T3.,Tesla FSD Misidentified Truck Hauling Traffic Lights as Trail of Traffic Lights
539,Snap Inc.,2023-03-11,sev_limited,both,generative-llm,harmful-content-minors,generative-llm,,generative-llm,,T3b,medium,573,"Snap (CIK 0001564408). 'My AI' appears in 11 in-window filings including the FY2023 10-K (0001564408-24-000019, 2024-02-07), where My AI is described in Item 1 ('our AI-powered cha",Snapchat's My AI Reported for Lacking Protection for Children
540,"Tesla, Inc.",2023-05-15,sev_limited,both,autonomous-vehicle,physical-safety|service-quality,autonomous-vehicle,,autonomous-vehicle,,T3b,medium,324,"In-window 10-K = Tesla FY2023 (0001628280-24-002390, filed 2024-01-29) carrying the Autopilot/FSD accident + NHTSA Standing General Order + 'misuse or claimed failures... of such n","Tesla Failed to Yield to Detected Pedestrian on Crosswalk, Reportedly Violated Traffic Law"
550,"Tesla, Inc.",2023-03-17,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle|predictive-scoring,physical-safety,autonomous-vehicle,physical-safety,T3a,high,775,"In-window 10-K is Tesla FY2023 (accession 0001628280-24-002390, tsla-20231231.htm, filed 2024-01-29), which carries same-family Autopilot/FSD safety+regulatory risk language: 'our ",Tesla Allegedly on Autopilot Struck High School Student Exiting School Bus
552,Microsoft Corporation,2023-06-22,sev_limited,both,generative-llm,,,discrimination-bias,,,T3b,low,284,"Window 2023-06-22..2024-06-22 includes FY2023 10-K (0000950170-23-035122) and FY2024 10-K (0000950170-24-087843, 2024-07-30, 'unintended or inappropriate'/'flawed or biased' AI ris",Bing Chat Solved CAPTCHAs with Image Analysis Feature Despite Safeguards
553,Alphabet Inc.,2023-05-03,sev_limited,both,generative-llm,,generative-llm,,generative-llm,,T3b,medium,288,"Window 2023-05-03 to 2024-05-03. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries generative-AI harmful-content/IP/inaccuracy risk language. Edward Hopper knowle",Google's Overview Panel for Artist Edward Hopper Featured Image Generated in His Style by AI
554,Alphabet Inc.,2023-05-21,sev_moderate,both,generative-llm,,generative-llm|recommender-ranking,ip-copyright,generative-llm,,T3b,medium,408,"Window 2023-05-21 to 2024-05-21. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries generative-AI harmful-content/IP-infringement risk language. Vermeer AI-generat",Google Results for Johannes Vermeer Featured AI Version of His Artwork as Top Result
560,"Tesla, Inc.",2023-06-23,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle,,autonomous-vehicle,,T3b,medium,245,"In-window 10-K = Tesla FY2023 (0001628280-24-002390, filed 2024-01-29), same-family Autopilot/FSD accident + NHTSA risk language (quoted under 550). same-family risk language prese",Tesla on Autopilot Struck Parked Work Truck on Highway in Pennsylvania
563,General Motors Company,2023-08-14,sev_severe,both,autonomous-vehicle,physical-safety,,physical-safety,,physical-safety,T3b,medium,278,"GM FY2023 10-K (0001467858-24-000031, 2024-01-30) carries Cruise AV risk-factor language but names only the October 2023 pedestrian incident; only family-level AV risk language pre",Cruise Robotaxi Initially Blamed for Ambulance Delay in Case Where Patient Later Died; Subsequent Reports Clear Cruise o
570,"Meta Platforms, Inc.",2023-10-04,sev_limited,both,content-moderation,,generative-llm,,,,T3b,low,237,"FY2023 10-K generative-AI risk language ('harmful or illegal content, accuracy, ... toxicity'; AI features may face 'ethical concerns' and 'litigation'). Same-family generative-AI ",Facebook Messenger AI Stickers Generate Ethical and Content Moderation Concerns
571,Microsoft Corporation,2023-06-22,sev_limited,deployer,,,,,,,T3b,low,337,Window 2023-06-22..2024-06-22 includes FY2023 10-K (0000950170-23-035122) and FY2024 10-K (0000950170-24-087843). 38TB AI-research data exposure maps to the AI-development/data-sec,Reported Accidental Exposure of 38TB of Data by Microsoft's AI Research Team
574,Alphabet Inc.,2023-07-05,sev_moderate,developer,generative-llm,service-quality,generative-llm,,generative-llm,,T3b,medium,426,"Window 2023-07-05 to 2024-07-05. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries generative-AI inaccuracy/harmful-content risk language. However this incident i",AI-Generated Articles at G/O Media Allegedly Diminishes Reputation of Human Staff
576,"Meta Platforms, Inc.",2023-10-24,sev_moderate,deployer,ads-targeting|generative-llm,,ads-targeting|content-moderation|generative-llm,,ads-targeting|generative-llm,,T3b,medium,230,FY2023 10-K objectionable-content-on-platform and generative-AI harmful-content risk language covers a third-party generative-AI app (PicSo) advertised on Instagram producing inapp,"Alleged Misuse of PicSo AI for Generating Inappropriate Content Emphasizing ""Girls"""
578,"Meta Platforms, Inc.",2023-06-26,sev_limited,developer,generative-llm,,generative-llm,misinformation-content,generative-llm,,T3b,medium,289,"FY2024 10-K explicitly warns that 'third parties using Meta's open-source Llama models could engage in' misuse and 'dissemination of illegal, inaccurate, defamatory or harmful cont",Alleged Exploitation of Meta's Open-Source LLaMA Model for NSFW and Violent Content
580,"Meta Platforms, Inc.",2023-06-12,sev_moderate,both,ads-targeting|predictive-scoring,discrimination-bias,,discrimination-bias,,discrimination-bias,T3b,medium,240,"FY2023/FY2024 10-Ks list AI 'bias, discrimination' as risks. Same-family algorithmic ad-discrimination risk language present;",Alleged Gender Discrimination in Facebook Job Ads Algorithm
581,Alphabet Inc.,2023-06-24,sev_limited,both,ads-targeting|generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,355,"Window 2023-06-24 to 2024-06-24. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI harmful-content and brand/reputational risk language, plus content-quality/s",Google Ads Allegedly Serving Content on AI-Generated Misinformation Sites
583,"Meta Platforms, Inc.",2023-06-07,sev_moderate,both,recommender-ranking,harmful-content-minors,recommender-ranking,harmful-content-minors|physical-safety,recommender-ranking,harmful-content-minors,T3a,high,479,"Disclosed youth-safety litigation concerns addictive-design/mental-health, a different subject. Same-family child-safety and recommendation-algorithm risk language present; T3.",Instagram Algorithms Allegedly Promote Accounts Facilitating Child Sex Abuse Content
587,Alphabet Inc.,2023-05-22,sev_moderate,both,content-moderation|vision-biometric,discrimination-bias|misinformation-content,vision-biometric,discrimination-bias,vision-biometric,discrimination-bias,T3a,high,303,"Window 2023-05-22 to 2024-05-22. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI 'discrimination' and harmful-content risk language. Image-recognition primat",Apparent Failure to Accurately Label Primates in Image Recognition Software Due to Alleged Fear of Racial Bias
591,The Cigna Group,2023-07-24,sev_limited,both,predictive-scoring,,,,,,T3b,low,531,"Cigna (CIK 0001739940). FY2023 10-K (0001739940-24-000005, 2024-02-29) carries same-family risk language: 'risks related to our use of artificial intelligence and machine learning'",Cigna Algorithm PXDX Allegedly Rejected Thousands of Patient Claims En Masse in Breach of California Law
595,General Motors Company,2023-08-11,sev_limited,both,autonomous-vehicle,,,,,,T3b,low,287,only the family-level Cruise AV risk language present (the specific disclosed event is the later October 2023 incident).,Driverless Cruise Cars Immobilized in San Francisco Traffic Jam
608,UnitedHealth Group Inc.,2023-02-28,sev_limited,developer,recommender-ranking,service-quality,generative-llm,,,,T3b,low,718,"In-window: FY2023 10-K filed 2024-02-28 (acc 0000731766-24-000081, unh-20231231.htm) — at the window boundary (incident 2023-02-28 + 12mo = 2024-02-28) and read directly. It carrie",UnitedHealth Accused of Deploying  Allegedly Flawed AI to Deny Medical Coverage
609,Alphabet Inc.,2023-08-16,sev_limited,both,generative-llm,,,service-quality,,,T3b,low,333,"Window 2023-08-16 to 2024-08-16. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI 'inaccuracies... and other issues' and harmful-content risk language. Search",Flawed AI in Google Search Reportedly Misinforms about Geography
612,Microsoft Corporation,2023-10-31,sev_severe,both,generative-llm,physical-safety,generative-llm,discrimination-bias|physical-safety,generative-llm,physical-safety,T3a,high,289,Window 2023-10-31..2024-10-31 includes FY2024 10-K (0000950170-24-087843) with 'unintended or inappropriate'/'flawed or biased' AI-harm risk language and reputational-harm framing.,Microsoft AI Poll Allegedly Causes Reputational Harm of The Guardian Newspaper
614,Alphabet Inc.,2023-11-02,sev_moderate,developer,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,368,"Window 2023-11-02 to 2024-11-02. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries generative-AI inaccuracy, defamation, and reputational-harm risk language. Bard",Google Bard Allegedly Generates False Allegations Against Consulting Firms Used in Research Presented in Australian Parl
621,Microsoft Corporation,2023-11-10,sev_limited,both,,discrimination-bias,generative-llm,discrimination-bias,,discrimination-bias,T3b,medium,308,"Window 2023-11-10..2024-11-10 includes FY2024 10-K (0000950170-24-087843) covering offensive/harmful/biased AI-generated content ('flawed or biased', 'unintended or inappropriate')",Microsoft AI Is Alleged to Have Generated Violent Imagery of Minorities and Public Figures
623,Alphabet Inc.,2023-12-12,sev_limited,developer,generative-llm|predictive-scoring,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,350,"Window 2023-12-12 to 2024-12-12. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries generative-AI inaccuracy/harmful-content and legal-liability risk language. Bar",Google Bard Allegedly Generated Fake Legal Citations in Michael Cohen Case
637,"SoundThinking, Inc.",2024-01-31,sev_limited,developer,vision-biometric,physical-safety,vision-biometric,misinformation-content|service-quality,vision-biometric,,T3b,medium,536,"In-window annual: FY2023 10-K filed 2024-04-01 (acc 0000950170-24-039479, ssti-20231231.htm), read directly. Contains the same-family risk factor 'Real or perceived false positive ",Gunshot Detection Technology ShotSpotter (now SoundThinking) Reportedly Only Has 47% Accuracy in Chicago System
638,"Tesla, Inc.",2022-05-16,sev_severe,developer,autonomous-vehicle|predictive-scoring,physical-safety|service-quality,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,254,Window (2022-05 to 2023-05) includes FY2022 10-K (2023-01) with Autopilot/FSD 'crashes resulting in death or personal injury' risk language and disclosure of the general DOJ Autopi,Fatal Crash Involving Tesla Full Self-Driving Claims Employee's Life
640,Alphabet Inc.,2023-12-11,sev_limited,developer,autonomous-vehicle,physical-safety,,physical-safety,,physical-safety,T3b,medium,489,"Window 2023-12-11 to 2024-12-11. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI/ML technological-challenge and 'inaccuracies... and other issues' risk langu",Waymo Software Flaw Reportedly Leads to Double Collision with Tow Truck
645,Alphabet Inc.,2024-02-21,sev_moderate,both,generative-llm,discrimination-bias,,discrimination-bias,,discrimination-bias,T3b,medium,283,"FY2024 10-K (acc 0001652044-25-000014) risk factor: 'harmful content, inaccuracies, discrimination'; heading 'Issues in the development and use of AI may result in reputational har",Seeming Pattern of Gemini Bias and Sociotechnical Training Failures Harm Google's Reputation
646,Snap Inc.,2024-02-22,sev_moderate,both,,harmful-content-minors,,economic-financial|harmful-content-minors|physical-safety,,harmful-content-minors,T3b,medium,627,Snap (CIK 0001564408). A confirmatory efts 'products liability' query was cut off by a session rate-limit. The surfaced disclosure is family-level product/personal-injury litigatio,Snapchat's Algorithm Alleged to Link Minor with Sex Offenders
647,Alphabet Inc.,2024-02-06,sev_moderate,both,autonomous-vehicle,harmful-content-minors|physical-safety|service-quality,,harmful-content-minors|physical-safety,,harmful-content-minors|physical-safety,T3b,medium,477,"Window 2024-02-06 to 2025-02-06. In-window FY2023 10-K (goog-20231231.htm, filed 2024-01-31) carries AI/ML technological-challenge risk language plus Other Bets/Waymo autonomous-te",A Self-Driving Waymo Robotaxi Reportedly Collided with a Bicyclist
654,Microsoft Corporation,2024-03-06,sev_moderate,both,generative-llm,discrimination-bias,generative-llm,discrimination-bias,generative-llm,discrimination-bias,T3a,high,351,Window 2024-03-06..2025-03-06 includes FY2024 10-K (0000950170-24-087843) with 'flawed or biased'/'unintended or inappropriate' AI-harm risk language covering offensive/harmful gen,Microsoft Copilot Designer Reportedly Generated Inappropriate AI Images
655,"Meta Platforms, Inc.",2024-01-11,sev_moderate,both,generative-llm,,content-moderation|generative-llm,misinformation-content,generative-llm,,T3b,medium,292,"efts q='deepfake' returned only proxy filings, but FY2024 10-K Risk Factors do address 'misinformation and deepfakes' and objectionable/fraudulent third-party activity, plus AI-mod",Scams Reportedly Impersonating Wealthy Investors Proliferating on Facebook
674,Alphabet Inc.,2024-03-14,sev_limited,developer,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,203,"FY2024 10-K risk factor: 'harmful content ... may create new avenues of abuse for bad actors' and 'Unintended consequences, uses, or customization of our AI tools. Cross-industry e",Manipulated Media via AI Disinformation and Deepfakes in 2024 Elections Erode Trust Across More Than 50 Countries
684,Alphabet Inc.,2024-04-04,sev_limited,both,generative-llm|predictive-scoring,misinformation-content,,,,,T3b,low,187,Product-quality/inaccuracy AI risk family present;,Google Books Appears to Be Indexing Works Written by AI
686,"Meta Platforms, Inc.",2024-04-03,sev_limited,both,generative-llm,discrimination-bias,generative-llm,discrimination-bias,generative-llm,discrimination-bias,T3a,high,161,"FY2024 10-K AI-risk language: 'bias, discrimination' and inaccurate/harmful output. Same-family generative-AI bias risk language present; T3.",Meta AI Image Generator Reportedly Fails to Accurately Represent Interracial Relationships
693,Alphabet Inc.,2024-05-14,sev_limited,both,,misinformation-content|service-quality,predictive-scoring,service-quality,,service-quality,T3b,medium,259,"FY2024 10-K: 'harmful content, inaccuracies'; 'Unintended consequences ... may result in claims, lawsuits, brand or reputational harm. Flagship AI-Overviews error wave;",Google AI Reportedly Delivering Confidently Incorrect and Harmful Information
696,"Meta Platforms, Inc.",2024-02-14,sev_limited,both,ads-targeting,,ads-targeting|recommender-ranking,service-quality,ads-targeting,,T3b,medium,234,FY2024 10-K discloses AI/automation-in-advertising risks and reliance on AI ad-ranking/optimization that may malfunction. Same-family AI-ad-automation risk language present; T3.,Meta's AI Ad Platform Reportedly Causes Overspending and Poor Performance
